date,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2014-01-01,4,1,1,2014,221,63,231,6,109,42,71,168,15,31,40,4,29,28,0,4,33,0,1,0,0,1,0,0,0,0,0,0,0,45,55,0,1197,18.9,14.9,1026.5,3.7,9.5,15.9,22.9,24.1,3.9,0.07,3.9,1,0,1,0,0,0
2014-01-02,5,1,1,2014,36,50,79,5,7,0,28,101,23,29,17,3,8,19,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,485,20.2,15.4,1022.9,3.0,12.7,19.0,25.1,24.1,14.0,0.02,9.8,1,0,1,0,0,0
2014-01-03,6,1,1,2014,38,41,86,4,6,2,43,129,11,27,26,2,3,33,0,1,24,1,0,0,0,0,2,0,0,0,0,0,0,81,2,0,562,7.2,-1.3,1029.8,9.9,8.7,15.9,25.1,21.9,-2.0,0.01,9.1,0,0,0,0,0,0
2014-01-04,7,1,1,2014,32,52,118,5,5,0,31,137,10,24,18,6,8,26,0,1,32,0,0,0,0,0,1,0,0,0,0,0,0,69,2,0,577,24.5,16.2,1014.5,8.7,14.4,21.0,29.9,33.1,17.1,0.0,7.1,1,1,1,0,0,0
2014-01-05,1,1,1,2014,9,48,90,1,0,1,36,85,8,19,10,3,2,24,0,1,28,1,1,0,0,1,0,0,0,0,0,0,0,33,3,0,404,23.6,20.9,1016.2,1.2,12.6,22.0,27.0,33.1,10.0,0.22,1.2,1,0,1,0,0,0
2014-01-06,2,2,1,2014,42,30,59,1,6,0,40,82,8,11,13,2,1,23,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,27,0,0,367,-7.5,-16.8,1023.1,8.1,16.4,22.9,31.1,7.0,-14.1,0.01,9.8,0,0,1,0,0,0
2014-01-07,3,2,1,2014,34,45,72,3,5,0,47,103,12,21,19,2,3,23,0,1,20,0,0,0,0,1,0,0,0,0,0,0,0,54,2,0,467,-5.8,-14.2,1028.2,10.0,11.7,18.1,24.1,3.9,-15.0,0.0,9.8,0,0,0,0,0,0
2014-01-08,4,2,1,2014,39,53,88,2,2,0,53,133,23,21,14,2,3,41,0,0,30,1,6,0,0,1,1,0,0,0,0,0,0,83,2,0,598,6.2,-1.0,1030.2,10.0,2.6,6.0,999.9,15.1,-11.0,0.0,9.8,0,0,0,0,0,0
2014-01-09,5,2,1,2014,42,57,96,1,8,3,37,135,11,30,42,6,5,32,1,2,25,0,1,0,0,1,0,0,0,0,0,0,0,79,0,0,614,11.4,5.9,1033.6,8.0,3.4,9.9,999.9,23.0,-2.0,0.0,7.9,0,0,1,0,0,0
2014-01-10,6,2,1,2014,43,61,107,2,12,2,41,157,9,24,28,5,5,42,0,0,32,0,3,0,1,1,2,0,0,0,0,0,0,56,2,0,635,31.7,30.2,1018.1,1.5,7.2,13.0,18.1,39.9,24.1,0.0,5.1,1,1,1,0,1,0
2014-01-11,7,2,1,2014,37,59,117,7,6,1,31,157,19,31,24,6,8,35,0,0,49,0,7,0,0,0,2,0,0,0,0,0,0,52,6,0,654,37.6,35.6,1000.8,5.8,10.7,17.1,26.0,42.1,28.9,0.93,2.0,1,1,0,0,0,0
2014-01-12,1,2,1,2014,22,68,150,4,8,1,51,147,23,16,27,7,5,26,0,1,39,1,5,0,0,1,1,0,0,0,0,0,0,83,1,0,687,33.5,27.4,1008.8,9.9,11.8,17.1,28.0,41.0,28.9,0.07,1.2,0,0,0,0,0,0
2014-01-13,2,3,1,2014,47,66,112,3,2,2,42,188,25,32,20,8,5,59,1,1,42,0,1,0,0,2,1,0,0,0,0,0,0,100,2,0,761,42.4,32.8,1002.8,10.0,12.2,17.1,24.1,46.9,28.9,0.0,1.2,0,0,0,0,0,0
2014-01-14,3,3,1,2014,42,63,102,3,14,3,34,149,16,27,31,5,10,50,1,1,47,0,8,1,1,1,1,0,0,0,0,0,0,76,2,0,688,31.0,25.5,1007.1,8.9,10.9,25.1,35.9,46.9,27.0,0.0,999.9,0,0,1,0,0,0
2014-01-15,4,3,1,2014,39,54,132,3,7,1,60,160,32,25,24,10,6,44,1,2,39,2,5,0,1,1,0,0,0,0,0,0,0,95,2,0,745,20.3,12.1,1016.7,9.1,11.7,21.0,28.0,35.1,16.0,0.0,999.9,0,0,1,0,0,0
2014-01-16,5,3,1,2014,34,59,110,0,8,1,35,173,24,25,22,9,8,47,0,1,40,1,3,0,1,0,1,0,0,0,0,0,0,83,3,0,688,26.0,19.8,1008.4,8.3,12.6,18.1,28.9,35.6,17.1,0.0,999.9,0,0,1,0,0,0
2014-01-17,6,3,1,2014,47,57,122,3,4,2,59,190,21,24,24,9,9,61,0,0,27,2,0,0,0,1,1,0,0,0,0,0,0,82,1,0,746,18.3,8.6,1009.8,9.2,10.8,17.1,27.0,35.1,12.9,0.0,999.9,0,0,1,0,0,0
2014-01-18,7,3,1,2014,37,74,114,4,5,2,34,132,24,28,30,9,9,31,1,0,29,1,4,0,1,0,0,0,0,0,0,0,0,89,5,0,663,15.5,10.5,1014.4,6.1,8.1,11.1,19.0,21.0,10.9,0.0,1.2,1,0,1,0,0,0
2014-01-19,1,3,1,2014,25,80,135,5,11,1,32,137,24,22,32,6,2,28,0,1,33,2,0,0,0,1,1,0,0,0,0,0,0,67,3,0,648,21.2,16.1,1008.9,8.3,10.8,20.0,26.0,34.0,10.9,0.04,1.2,0,0,1,0,0,0
2014-01-20,2,4,1,2014,33,66,107,3,6,3,47,172,20,32,34,5,9,46,0,2,32,0,1,0,0,2,1,0,0,0,0,0,0,72,2,0,695,34.0,27.2,1007.4,9.6,7.7,14.0,20.0,39.0,26.6,0.0,1.2,0,0,1,0,0,0
2014-01-21,3,4,1,2014,38,49,75,0,3,2,48,126,16,26,17,8,7,41,1,1,46,1,7,0,0,0,0,0,0,0,0,0,0,75,3,0,590,12.2,4.3,1023.8,5.9,13.6,21.0,28.9,37.0,3.0,0.0,5.1,1,0,1,0,0,0
2014-01-22,4,4,1,2014,34,54,103,3,8,1,45,140,19,28,17,5,6,42,1,1,37,2,3,0,0,0,0,0,0,0,0,0,0,75,0,0,624,6.9,-0.7,1021.0,7.6,7.6,15.9,22.0,19.9,1.0,0.0,5.1,0,0,1,0,0,0
2014-01-23,5,4,1,2014,41,57,101,3,3,4,38,138,23,25,28,5,8,32,0,1,43,0,1,0,0,0,2,0,0,0,0,0,0,69,2,0,624,4.4,-6.6,1029.6,9.9,13.0,17.1,28.9,15.1,-2.0,0.0,3.1,0,0,1,0,0,0
2014-01-24,6,4,1,2014,45,55,87,1,8,1,51,178,18,34,30,8,5,53,1,2,25,0,1,0,0,0,1,0,0,0,0,0,0,84,0,0,688,6.0,-3.7,1026.6,10.0,14.0,24.1,35.0,23.0,-6.0,0.0,3.1,0,0,1,0,0,0
2014-01-25,7,4,1,2014,36,53,134,2,8,2,54,146,17,26,32,2,7,27,0,1,33,2,2,0,0,2,3,0,0,0,0,0,0,86,3,0,678,23.5,12.5,1003.7,6.8,16.7,22.0,29.9,33.8,10.9,0.01,3.1,0,1,1,0,0,0
2014-01-26,1,4,1,2014,25,67,123,1,6,2,40,112,22,20,24,6,4,37,0,0,37,1,2,0,0,0,1,0,0,0,0,0,0,63,2,0,595,16.4,7.4,1004.2,8.9,10.4,20.0,35.0,33.1,7.0,0.09,3.9,0,0,1,0,0,0
2014-01-27,2,5,1,2014,30,41,93,2,6,0,52,132,15,19,41,2,5,27,1,0,23,0,1,0,0,0,0,0,0,0,0,0,0,55,1,0,546,4.5,-6.2,1020.2,8.9,14.6,24.1,34.0,32.0,-4.0,0.01,5.9,0,0,1,0,0,0
2014-01-28,3,5,1,2014,31,55,81,4,5,0,74,109,15,32,37,5,7,23,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,89,2,0,595,-4.5,-14.4,1032.1,10.0,9.2,14.0,18.1,6.1,-11.0,0.0,3.9,0,0,0,0,0,0
2014-01-29,4,5,1,2014,43,60,106,2,9,3,58,175,22,35,24,5,3,42,0,0,48,1,2,0,0,0,0,0,0,0,0,0,0,89,1,0,728,8.3,-3.4,1025.3,10.0,8.9,15.9,20.0,21.9,-11.0,0.0,3.1,0,0,0,0,0,0
2014-01-30,5,5,1,2014,47,81,101,3,4,6,57,165,24,25,40,7,8,43,0,2,36,0,2,0,2,1,0,0,0,0,0,0,0,96,2,0,752,24.0,11.5,1013.9,9.2,15.3,26.0,38.1,32.0,19.9,0.0,2.0,1,0,1,0,0,0
2014-01-31,6,5,1,2014,50,72,105,4,5,4,51,192,27,29,32,7,3,52,1,2,41,0,2,0,0,1,0,0,0,0,0,0,0,64,0,0,744,24.9,16.4,1017.9,9.9,6.4,14.0,21.0,33.8,19.0,0.0,2.0,0,0,0,0,0,0
2014-02-01,7,5,2,2014,93,68,130,2,8,6,54,157,16,37,32,5,8,29,0,3,42,1,1,0,0,0,3,0,0,0,0,0,0,89,5,0,789,26.8,23.9,1018.2,2.5,5.2,12.0,15.9,32.0,19.0,0.07,3.9,1,0,1,0,0,0
2014-02-02,1,5,2,2014,21,60,150,3,8,4,49,106,11,23,17,6,5,30,0,0,26,0,5,0,0,0,1,0,0,0,0,0,0,51,4,0,580,21.3,13.8,1023.8,8.5,7.1,9.9,999.9,32.0,15.1,0.15,3.9,0,0,1,0,0,0
2014-02-03,2,6,2,2014,40,47,125,4,7,3,46,180,20,21,26,11,5,39,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,60,1,0,677,11.4,2.1,1029.2,9.9,3.5,8.0,999.9,23.0,1.0,0.0,3.9,0,0,0,0,0,0
2014-02-04,3,6,2,2014,37,48,83,0,3,0,54,155,24,17,27,4,4,40,1,3,39,2,9,0,0,1,1,1,0,0,0,0,0,89,3,0,645,17.4,7.8,1030.0,9.5,3.7,12.0,999.9,25.0,1.0,0.0,3.9,0,0,1,0,0,0
2014-02-05,4,6,2,2014,42,35,88,2,1,0,38,125,22,18,26,5,4,35,0,0,39,1,2,0,0,0,0,0,0,0,0,0,0,74,2,0,559,23.4,19.4,1022.9,2.2,13.3,19.0,28.9,25.0,10.0,0.04,9.8,0,0,1,0,0,0
2014-02-06,5,6,2,2014,40,50,92,3,7,1,47,141,18,17,28,4,3,29,0,2,35,1,11,0,0,0,0,0,0,0,0,0,0,79,3,0,611,7.3,0.6,1032.0,9.0,8.7,13.0,999.9,25.0,-0.9,0.01,9.1,0,0,1,0,0,0
2014-02-07,6,6,2,2014,38,65,107,1,6,2,49,159,25,21,46,9,3,23,0,0,41,1,5,0,0,2,2,0,0,0,0,0,0,86,2,0,693,3.0,-5.7,1031.3,10.0,9.6,15.0,20.0,12.0,-2.9,0.0,7.9,0,0,0,0,0,0
2014-02-08,7,6,2,2014,25,61,99,2,6,2,50,141,24,18,26,4,5,19,0,2,27,0,3,0,0,0,3,0,0,0,0,0,0,83,4,0,604,10.7,4.0,1028.6,7.5,5.0,8.9,999.9,16.0,-2.9,0.0,11.0,1,0,1,0,0,0
2014-02-09,1,6,2,2014,38,57,135,4,5,1,47,126,14,29,26,5,7,26,0,1,30,2,2,0,0,1,2,0,0,0,0,0,0,86,4,0,648,15.7,9.7,1022.6,7.5,6.0,12.0,17.1,19.9,6.1,0.07,9.8,0,0,1,0,0,0
2014-02-10,2,7,2,2014,41,64,108,2,8,4,41,143,16,17,15,5,7,38,0,1,37,0,2,0,0,1,0,0,0,0,0,0,0,68,2,0,620,6.9,-3.8,1029.6,9.8,6.7,9.9,999.9,19.9,-2.0,0.0,7.9,0,0,0,0,0,0
2014-02-11,3,7,2,2014,37,37,111,6,5,2,36,136,21,22,19,4,6,27,0,0,26,0,2,0,0,1,0,0,0,0,0,0,0,94,3,0,595,5.4,-5.0,1034.2,10.0,5.1,8.0,999.9,15.1,-4.0,0.0,7.9,0,0,0,0,0,0
2014-02-12,4,7,2,2014,49,40,79,3,9,1,41,133,19,24,28,3,10,32,0,1,22,1,8,0,0,0,1,0,0,0,0,0,0,101,1,0,606,10.6,1.9,1027.5,10.0,4.7,8.0,999.9,23.0,-4.0,0.0,7.1,0,0,0,0,0,0
2014-02-13,5,7,2,2014,33,52,99,2,4,5,35,159,21,24,22,4,9,38,0,2,31,1,9,1,1,0,0,0,0,0,0,0,0,88,2,0,642,22.2,10.0,1013.2,9.5,6.8,14.0,20.0,30.9,1.9,0.0,7.1,0,0,1,0,0,0
2014-02-14,6,7,2,2014,43,62,102,4,5,2,46,170,21,22,24,7,6,49,0,1,37,1,8,0,0,0,1,0,0,0,0,0,0,81,4,0,696,20.4,12.0,1006.7,9.4,10.4,20.0,31.1,33.8,12.9,0.0,7.1,0,0,1,0,0,0
2014-02-15,7,7,2,2014,28,77,138,4,10,1,45,135,14,18,26,5,3,21,0,1,29,1,1,0,0,1,1,0,0,0,0,0,0,76,4,0,639,15.2,6.5,1017.8,10.0,5.1,8.9,18.1,24.1,6.1,0.0,5.9,0,0,0,0,0,0
2014-02-16,1,7,2,2014,16,75,118,4,8,1,36,125,18,16,19,9,7,21,0,0,28,0,2,0,0,0,3,0,0,1,0,0,0,75,3,0,585,20.9,13.9,1019.9,6.7,7.5,11.1,999.9,28.4,15.8,0.01,5.9,0,0,1,0,0,0
2014-02-17,2,8,2,2014,33,62,99,6,6,3,34,146,16,15,23,8,4,27,0,1,36,0,3,0,0,0,1,0,0,0,0,0,0,70,5,0,598,23.9,18.0,1022.1,6.5,8.7,17.1,25.1,28.0,18.0,0.0,11.0,1,0,1,0,0,0
2014-02-18,3,8,2,2014,57,39,110,4,3,1,40,138,14,15,24,8,4,32,0,0,38,0,6,0,1,2,1,0,0,0,0,0,0,94,1,0,632,32.2,24.5,1010.6,6.7,10.2,18.1,25.1,45.0,21.9,0.38,5.9,0,0,1,0,0,0
2014-02-19,4,8,2,2014,37,70,133,5,1,2,30,156,22,13,24,13,6,21,1,1,49,0,7,1,0,2,0,0,0,0,0,0,0,114,2,0,710,38.2,28.1,1009.9,10.0,7.7,13.0,20.0,45.0,23.0,0.0,3.9,0,0,0,0,0,0
2014-02-20,5,8,2,2014,38,63,112,4,5,2,45,142,25,13,20,7,4,29,0,1,48,1,4,0,3,1,2,0,0,0,0,0,0,77,2,0,648,37.0,34.2,1007.2,4.8,6.5,15.9,22.0,50.0,32.0,0.27,2.0,1,1,0,0,1,0
2014-02-21,6,8,2,2014,42,73,127,2,5,0,51,179,17,15,19,3,4,29,0,0,40,2,6,0,0,1,0,0,0,0,0,0,0,102,1,0,718,35.0,26.4,1000.7,8.3,22.8,31.1,41.0,51.8,28.0,0.5,1.2,0,1,1,0,0,0
2014-02-22,7,8,2,2014,32,62,144,1,6,1,40,129,19,23,11,9,3,38,0,3,37,2,2,0,0,0,1,0,0,0,0,0,0,81,3,0,647,29.9,14.0,1014.2,10.0,10.6,15.9,18.1,37.0,23.0,0.0,1.2,0,0,0,0,0,0
2014-02-23,1,8,2,2014,33,65,136,4,5,1,30,128,30,16,24,5,5,26,0,0,23,0,2,0,0,1,1,0,0,0,0,0,0,95,1,0,631,23.8,9.0,1021.8,10.0,8.9,14.0,21.0,35.1,17.1,0.0,999.9,0,0,0,0,0,0
2014-02-24,2,9,2,2014,43,44,96,1,4,5,37,144,21,20,27,1,10,40,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,88,0,1,634,19.1,6.3,1025.5,10.0,11.1,15.0,22.0,28.9,12.9,0.0,999.9,0,0,0,0,0,0
2014-02-25,3,9,2,2014,48,46,124,4,3,1,33,145,20,19,21,6,3,29,1,1,38,0,7,0,0,0,1,0,0,0,0,0,0,95,4,0,649,19.3,6.9,1024.4,10.0,8.7,15.0,20.0,25.0,12.9,0.0,999.9,0,0,1,0,0,0
2014-02-26,4,9,2,2014,39,69,101,5,7,0,50,141,15,23,21,5,3,40,1,0,38,0,2,0,1,0,0,0,0,0,0,0,0,96,5,0,662,8.4,-4.5,1025.0,10.0,12.9,18.1,28.9,24.1,1.9,0.0,999.9,0,0,0,0,0,0
2014-02-27,5,9,2,2014,39,43,106,1,4,2,32,130,16,15,25,4,4,45,0,1,58,1,4,0,0,0,0,0,0,0,0,0,0,82,1,0,613,12.0,-6.2,1016.6,9.8,14.5,24.1,31.1,19.0,6.1,0.0,999.9,0,0,1,0,0,0
2014-02-28,6,9,2,2014,48,61,123,1,12,3,46,148,17,25,36,5,4,37,0,0,37,3,5,0,0,1,2,0,0,0,0,0,0,84,2,0,700,13.7,-1.6,1023.0,10.0,7.6,12.0,19.0,30.0,6.1,0.0,999.9,0,0,0,0,0,0
2014-03-01,7,9,3,2014,100,71,124,2,19,5,52,140,16,18,31,5,2,25,0,0,47,2,1,0,0,0,1,0,0,0,0,0,0,66,10,0,737,26.3,16.2,1020.6,7.9,7.4,14.0,18.1,32.0,6.1,0.02,999.9,0,0,1,0,0,0
2014-03-02,1,9,3,2014,37,54,129,5,5,2,30,95,6,9,27,5,3,22,1,0,34,2,1,0,1,1,0,0,0,0,0,0,0,78,4,0,551,12.4,5.0,1029.9,5.5,10.0,13.0,999.9,32.0,9.0,0.04,3.1,1,0,1,0,0,0
2014-03-03,2,10,3,2014,50,45,107,0,8,0,54,95,22,21,28,7,3,24,0,1,40,0,1,0,1,0,1,0,0,0,0,0,0,82,4,0,594,8.5,-4.4,1033.1,8.9,6.5,13.0,999.9,19.9,1.0,0.01,2.0,0,0,1,0,0,0
2014-03-04,3,10,3,2014,43,57,106,4,6,5,49,117,26,18,19,4,5,19,0,0,50,1,1,0,2,1,0,0,0,0,0,0,0,92,2,0,627,17.0,4.2,1027.8,9.8,5.7,9.9,999.9,27.0,1.0,0.0,2.0,0,0,1,0,0,0
2014-03-05,4,10,3,2014,52,54,104,1,4,2,33,150,22,15,25,2,5,31,0,1,35,0,3,0,1,1,2,0,0,0,0,0,0,93,1,0,637,22.2,14.5,1027.5,6.5,10.4,15.0,999.9,27.0,12.0,0.0,3.1,0,0,1,0,0,0
2014-03-06,5,10,3,2014,42,52,107,5,3,1,54,143,24,17,15,9,6,36,1,1,41,0,1,0,0,1,1,0,0,0,0,0,0,99,2,0,661,23.1,13.0,1028.9,10.0,7.6,13.0,999.9,32.0,16.0,0.02,3.1,0,0,0,0,0,0
2014-03-07,6,10,3,2014,50,66,127,3,7,1,55,165,30,23,19,11,11,41,0,1,41,1,2,0,1,1,0,1,0,0,0,0,0,96,4,0,757,31.1,20.3,1017.6,8.7,6.4,12.0,18.1,46.0,16.0,0.0,2.0,0,0,0,0,0,0
2014-03-08,7,10,3,2014,52,74,119,4,10,1,39,145,27,19,22,8,9,26,0,5,42,0,0,0,0,1,1,0,0,0,0,0,0,78,2,0,684,32.9,26.8,1019.3,7.8,10.4,17.1,24.1,46.0,19.9,0.0,999.9,0,1,1,0,0,0
2014-03-09,1,10,3,2014,27,78,131,1,5,0,31,121,22,21,16,10,11,13,1,3,43,1,0,0,0,0,1,0,0,1,0,0,0,79,5,0,621,28.9,21.6,1022.8,8.6,7.9,17.1,22.0,39.9,21.0,0.01,999.9,0,0,0,0,0,0
2014-03-10,2,11,3,2014,53,88,124,2,4,2,49,178,31,24,30,14,11,33,0,0,58,1,0,0,0,2,1,2,0,0,0,0,0,102,6,0,815,45.7,34.2,1007.7,9.2,13.0,15.0,24.1,54.0,39.9,0.0,999.9,0,0,0,0,0,0
2014-03-11,3,11,3,2014,45,55,131,3,8,1,54,115,20,16,30,7,6,38,0,0,62,1,5,1,1,0,1,0,0,0,0,0,0,94,4,0,698,44.0,35.9,1005.6,10.0,6.8,19.0,26.0,54.0,39.0,0.0,999.9,0,0,0,0,0,0
2014-03-12,4,11,3,2014,55,68,90,5,5,5,51,128,27,13,30,3,3,30,1,1,44,0,7,0,0,0,0,0,0,0,0,0,0,92,2,0,660,30.2,24.5,1011.9,6.7,16.1,24.1,34.0,51.1,23.0,0.5,3.1,1,1,1,0,0,0
2014-03-13,5,11,3,2014,66,59,119,2,6,3,54,138,36,23,29,4,7,23,1,1,41,0,5,0,0,0,0,0,0,0,0,0,0,99,2,0,718,22.7,14.5,1020.1,10.0,7.8,15.9,24.1,34.0,14.0,0.13,3.1,0,0,0,0,0,0
2014-03-14,6,11,3,2014,75,82,145,5,9,0,46,174,27,19,33,16,12,44,1,3,50,1,3,0,0,1,0,0,0,0,0,0,0,80,1,0,827,42.9,32.0,1007.4,10.0,14.3,24.1,31.1,54.0,34.0,0.0,1.2,0,0,0,0,0,0
2014-03-15,7,11,3,2014,56,104,184,2,10,6,46,177,22,25,24,14,8,32,0,1,43,2,9,0,0,1,1,1,0,0,0,0,0,71,5,0,844,37.0,27.7,1016.6,10.0,9.7,15.9,22.0,54.0,32.0,0.0,999.9,0,0,0,0,0,0
2014-03-16,1,11,3,2014,31,82,160,2,7,2,32,128,14,17,26,2,8,21,0,1,38,0,1,0,0,0,0,0,0,0,0,0,0,62,4,0,638,24.9,14.7,1027.0,9.1,17.7,22.9,28.9,39.9,19.0,0.0,999.9,0,0,1,0,0,0
2014-03-17,2,12,3,2014,66,67,112,2,7,1,41,152,21,15,24,9,9,43,1,0,45,0,2,0,0,2,0,0,0,0,0,0,0,84,2,0,705,26.5,11.5,1017.6,10.0,8.4,15.9,19.0,39.0,19.0,0.0,999.9,0,0,0,0,0,0
2014-03-18,3,12,3,2014,43,83,142,5,7,1,60,176,27,34,29,7,4,49,1,0,47,2,3,1,0,2,1,0,0,0,0,0,0,92,2,0,818,38.6,28.5,1011.2,9.9,9.4,15.9,22.0,51.1,19.9,0.0,999.9,0,0,0,0,0,0
2014-03-19,4,12,3,2014,66,75,118,2,3,2,59,170,33,21,24,4,9,34,0,1,42,1,1,0,0,2,2,0,0,0,0,0,0,89,3,0,761,43.9,39.5,1006.5,7.4,9.7,17.1,27.0,51.1,30.0,0.15,999.9,0,1,0,0,0,0
2014-03-20,5,12,3,2014,58,68,134,2,7,1,50,143,24,20,37,10,10,41,0,0,54,1,9,1,0,0,0,0,0,0,0,0,0,107,6,0,783,37.3,27.1,1016.9,9.3,9.3,17.1,22.9,48.0,30.9,0.24,999.9,0,0,1,0,0,0
2014-03-21,6,12,3,2014,66,65,147,0,11,2,46,159,21,27,26,8,9,46,0,2,65,3,6,0,0,2,1,1,1,0,0,0,0,84,3,0,801,42.1,32.8,1013.8,8.2,7.8,15.0,21.0,57.9,30.9,0.0,999.9,0,0,1,0,0,0
2014-03-22,7,12,3,2014,40,81,151,2,6,4,42,159,17,27,31,6,11,34,0,0,34,0,3,0,0,0,1,0,1,0,0,0,0,83,4,0,737,41.9,28.9,1017.1,10.0,11.7,20.0,28.0,57.9,33.1,0.0,999.9,0,1,0,0,0,0
2014-03-23,1,12,3,2014,31,68,143,3,9,3,38,132,20,12,30,6,5,26,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,647,27.3,12.8,1029.1,9.3,9.8,15.0,999.9,42.1,21.0,0.0,999.9,0,0,1,0,0,0
2014-03-24,2,13,3,2014,51,58,119,2,8,1,41,145,12,20,35,10,3,45,0,0,54,1,0,1,0,1,2,0,0,0,0,0,0,86,2,0,697,26.3,10.6,1027.7,10.0,4.9,12.0,15.9,37.0,19.9,0.0,999.9,0,0,0,0,0,0
2014-03-25,3,13,3,2014,58,65,102,8,2,2,44,159,27,22,35,4,5,41,0,1,30,0,8,0,1,0,0,0,0,0,0,0,0,85,1,0,700,27.9,13.4,1020.1,8.9,11.7,19.0,24.1,37.0,19.9,0.0,999.9,0,0,1,0,0,0
2014-03-26,4,13,3,2014,61,60,120,3,5,1,35,149,20,17,40,4,4,41,1,0,53,0,4,1,0,0,1,0,0,0,0,0,0,101,3,0,724,26.7,8.2,1025.4,10.0,7.7,12.0,22.9,39.0,17.1,0.0,999.9,0,0,0,0,0,0
2014-03-27,5,13,3,2014,54,65,109,2,10,3,39,158,24,15,34,3,8,59,0,0,41,0,8,1,0,0,1,0,0,0,0,0,0,82,3,0,719,39.7,29.6,1012.9,9.1,13.9,18.1,28.0,50.0,35.1,0.04,999.9,0,1,0,0,0,0
2014-03-28,6,13,3,2014,49,86,131,7,7,2,51,155,20,35,41,11,4,49,1,0,39,1,4,1,0,1,1,0,0,0,0,0,0,88,2,0,786,43.5,38.3,1009.5,9.1,13.7,22.0,36.9,55.0,35.1,0.1,999.9,0,1,0,0,1,0
2014-03-29,7,13,3,2014,36,99,153,1,9,3,39,153,17,23,39,6,10,33,2,1,43,0,7,0,0,1,2,0,0,1,0,0,0,89,4,0,771,35.5,28.3,1023.0,9.5,9.6,15.9,21.0,39.9,33.8,0.02,999.9,0,0,0,0,0,0
2014-03-30,1,13,3,2014,34,104,157,7,9,1,43,149,21,16,40,7,5,19,0,0,41,0,1,2,1,0,2,0,0,0,0,0,0,75,4,0,738,38.7,22.0,1023.7,10.0,5.8,13.0,19.0,57.0,25.0,0.0,999.9,0,0,0,0,0,0
2014-03-31,2,14,3,2014,55,74,131,0,5,1,45,148,27,22,41,14,18,36,0,0,51,2,1,3,0,1,2,0,0,0,0,0,0,58,1,0,736,53.7,31.2,1015.5,10.0,11.7,25.1,36.9,66.0,44.1,0.0,999.9,0,0,0,0,0,0
2014-04-01,3,14,4,2014,116,91,125,5,17,6,64,212,22,15,24,6,9,35,0,0,53,1,8,2,2,0,0,0,0,0,0,0,0,101,8,0,922,47.1,29.9,1009.8,10.0,17.1,22.9,35.9,68.0,34.0,0.03,999.9,0,1,0,0,1,0
2014-04-02,4,14,4,2014,52,72,136,2,6,5,40,134,29,27,18,6,7,30,0,3,38,0,10,1,0,0,1,0,0,1,0,0,0,103,4,0,725,41.8,28.5,1020.3,10.0,9.0,15.0,999.9,57.0,34.0,0.0,999.9,0,1,0,0,0,0
2014-04-03,5,14,4,2014,40,63,108,8,9,1,47,180,19,17,20,12,4,38,0,0,41,1,1,0,0,1,0,0,0,0,0,0,0,100,5,0,715,38.8,34.9,1014.4,6.8,11.5,17.1,22.9,45.0,36.0,0.42,999.9,0,1,0,0,1,0
2014-04-04,6,14,4,2014,51,88,136,4,6,1,51,175,27,22,24,7,8,54,1,2,45,0,3,0,1,0,5,0,0,0,0,0,0,95,5,0,811,40.6,37.1,1003.9,5.1,13.4,24.1,34.0,46.0,37.0,0.66,999.9,1,1,0,0,0,0
2014-04-05,7,14,4,2014,35,94,156,2,7,0,44,177,15,26,18,4,10,29,1,0,40,2,6,1,0,0,0,0,0,0,0,0,0,81,4,0,752,40.0,23.8,1019.8,10.0,8.4,15.0,25.1,48.9,33.1,0.01,999.9,0,0,0,0,0,0
2014-04-06,1,14,4,2014,26,92,165,3,6,3,43,134,19,16,18,8,18,19,0,0,48,1,1,0,0,0,0,0,0,0,0,0,0,85,4,0,709,44.7,24.6,1020.1,10.0,6.4,11.1,999.9,55.9,33.1,0.0,999.9,0,0,0,0,0,0
