date,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2015-01-27,3,5,1,2015,46,57,104,8,9,4,58,125,19,16,26,12,10,39,0,0,41,2,3,0,1,1,1,0,0,0,0,0,0,90,3,0,675,29.3,22.5,1019.7,5.8,6.1,11.1,999.9,33.1,21.0,0.04,1.2,0,1,1,0,0,0
2015-01-28,4,5,1,2015,42,54,106,3,2,2,48,155,23,18,27,3,6,27,1,0,32,0,9,0,1,1,0,0,0,0,0,0,0,83,3,0,646,28.7,18.5,1024.7,10.0,6.8,14.0,24.1,36.0,24.1,0.0,999.9,0,0,0,0,0,0
2015-01-29,5,5,1,2015,43,47,116,3,6,2,42,163,19,21,23,7,9,36,0,2,49,3,11,0,3,0,0,0,0,0,0,0,0,94,4,0,703,36.1,26.1,1012.3,9.3,12.7,18.1,26.0,39.0,24.1,0.03,999.9,0,1,1,0,0,0
2015-01-30,6,5,1,2015,48,56,115,5,9,2,53,140,17,26,32,4,13,39,0,0,41,2,2,1,2,1,1,0,0,0,0,0,0,101,4,0,714,29.7,13.3,1030.9,9.8,9.2,18.1,22.9,39.0,23.0,0.0,999.9,0,0,1,0,0,0
2015-01-31,7,5,1,2015,27,70,132,2,5,2,40,114,19,19,35,5,10,26,0,0,35,1,13,0,0,2,1,0,0,0,0,0,0,75,3,0,636,30.3,20.6,1026.6,10.0,6.5,15.0,999.9,39.0,23.0,0.0,999.9,0,0,0,0,0,0
2015-02-01,1,5,2,2015,118,49,99,0,10,5,46,104,6,14,18,0,1,23,0,0,32,1,6,0,0,0,0,0,0,0,0,0,0,23,7,0,562,31.8,28.6,1016.6,1.4,11.2,21.0,31.1,39.0,23.0,0.25,13.0,1,1,1,0,0,0
2015-02-02,2,6,2,2015,68,38,77,1,5,3,38,90,9,13,11,4,3,19,0,1,43,2,0,0,0,0,1,0,0,0,0,0,0,43,4,0,473,18.1,11.5,1020.3,5.0,14.2,25.1,33.0,33.1,10.0,0.21,16.9,1,0,1,0,0,0
2015-02-03,3,6,2,2015,58,41,94,5,5,5,30,110,5,18,20,6,8,18,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,46,3,0,511,16.7,10.0,1023.6,8.9,7.5,11.1,999.9,27.0,8.1,0.0,16.9,1,0,1,0,0,0
2015-02-04,4,6,2,2015,48,55,105,2,5,0,35,116,12,17,17,6,6,24,0,1,47,1,4,0,1,1,0,0,1,0,0,0,0,72,1,0,577,25.4,19.8,1019.8,4.5,6.4,14.0,20.0,30.0,8.1,0.05,16.1,0,0,1,0,0,0
2015-02-05,5,6,2,2015,44,46,107,4,6,0,50,110,14,21,17,6,4,26,0,0,37,1,1,0,1,1,1,0,0,0,0,0,0,71,4,0,572,11.4,0.2,1032.0,10.0,7.1,13.0,18.1,30.0,3.0,0.0,15.0,0,0,0,0,0,0
2015-02-06,6,6,2,2015,48,77,110,7,9,4,49,131,16,18,24,8,8,27,1,3,45,0,1,1,0,0,2,0,0,0,0,0,0,103,2,0,694,20.2,10.6,1024.2,9.8,9.4,15.0,17.1,32.0,3.0,0.0,14.2,0,0,0,0,0,0
2015-02-07,7,6,2,2015,43,86,113,4,7,1,52,113,24,20,15,10,7,20,0,1,49,0,15,0,1,0,1,0,0,0,0,0,0,92,5,0,679,33.6,27.1,1012.6,9.6,7.2,11.1,21.0,43.0,15.1,0.0,11.0,0,0,0,0,0,0
2015-02-08,1,6,2,2015,26,75,122,6,7,4,42,112,8,23,24,2,6,19,2,1,31,2,8,0,0,0,1,0,0,0,0,0,0,87,7,0,615,38.5,34.5,1005.1,7.1,7.8,17.1,999.9,44.1,25.0,0.0,5.1,0,1,0,0,0,0
2015-02-09,2,7,2,2015,49,54,96,7,4,0,49,131,13,16,22,8,11,27,0,0,36,3,0,0,0,0,0,0,0,1,0,0,0,79,1,0,607,29.3,24.6,1019.7,6.9,13.4,15.9,22.9,42.1,27.0,0.0,3.9,0,1,1,0,0,0
2015-02-10,3,7,2,2015,46,64,106,5,8,2,49,120,22,18,19,9,8,22,0,0,40,2,7,0,1,0,2,1,0,0,0,0,0,76,2,0,629,28.4,19.1,1024.5,9.6,7.1,13.0,17.1,33.1,25.0,0.0,3.9,0,0,1,0,0,0
2015-02-11,4,7,2,2015,40,52,95,3,4,2,46,123,27,28,13,5,1,31,0,0,45,0,2,0,0,0,1,0,0,0,0,0,0,86,2,0,606,32.6,24.3,1017.9,8.9,10.0,15.9,21.0,37.9,25.0,0.0,3.1,0,0,1,0,0,0
2015-02-12,5,7,2,2015,49,56,102,7,4,1,41,123,18,16,21,2,7,26,0,1,50,0,3,1,0,1,0,0,0,0,0,0,0,80,1,0,610,18.3,4.6,1027.4,9.4,13.8,20.0,28.0,37.9,10.9,0.0,3.1,0,0,1,0,0,0
2015-02-13,6,7,2,2015,65,55,101,2,6,1,55,121,14,12,22,8,9,20,0,1,34,0,4,0,0,0,1,0,0,0,0,0,0,97,4,0,632,14.5,3.9,1027.7,10.0,8.4,14.0,999.9,25.0,7.0,0.0,3.1,0,0,1,0,0,0
2015-02-14,7,7,2,2015,25,61,117,1,11,4,47,121,22,13,29,4,6,25,0,0,39,0,8,0,0,1,0,1,0,0,0,0,0,59,3,0,597,21.1,8.7,1017.6,9.2,15.9,28.0,41.0,28.9,7.0,0.0,3.1,0,0,1,0,0,0
2015-02-15,1,7,2,2015,35,46,117,5,5,1,52,95,14,13,29,3,4,19,0,0,29,1,4,0,0,0,0,0,0,0,0,0,0,72,7,1,552,7.3,-4.4,1035.1,7.6,9.4,15.9,20.0,28.9,0.0,0.0,3.1,0,0,1,0,0,0
2015-02-16,2,8,2,2015,38,50,83,5,10,2,53,99,21,7,28,3,11,20,0,0,26,0,1,0,1,1,1,0,0,0,0,0,0,77,0,0,537,12.8,-4.8,1026.6,10.0,4.2,8.9,999.9,19.0,0.0,0.0,3.1,0,0,1,0,0,0
2015-02-17,3,8,2,2015,44,45,104,2,7,2,37,128,9,14,28,2,11,26,0,0,50,0,13,0,0,1,0,0,0,0,0,0,0,68,6,0,597,18.2,7.3,1016.3,8.7,9.1,15.9,999.9,21.9,8.1,0.0,3.1,0,0,1,0,0,0
2015-02-18,4,8,2,2015,49,35,83,5,4,1,44,113,18,11,24,5,6,23,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,511,9.6,-2.8,1015.8,9.9,12.8,18.1,24.1,21.9,5.0,0.0,3.1,0,0,1,0,0,0
2015-02-19,5,8,2,2015,37,41,79,4,3,2,34,103,12,12,31,3,6,16,0,0,27,0,2,0,0,0,1,0,0,0,0,0,0,48,2,0,463,1.3,-14.1,1029.4,9.7,11.9,17.1,22.9,10.9,-5.1,0.0,3.1,0,0,1,0,0,0
2015-02-20,6,8,2,2015,60,55,103,5,9,1,37,130,21,22,31,2,1,33,2,4,35,2,11,0,0,0,0,1,0,0,0,0,0,83,2,1,651,7.0,-5.0,1027.6,9.3,8.8,17.1,25.1,19.9,-5.1,0.0,3.1,0,0,1,0,0,0
2015-02-21,7,8,2,2015,33,71,123,5,4,0,40,140,14,18,27,4,10,19,1,2,41,1,8,0,0,2,1,0,0,0,0,0,0,85,3,0,652,23.4,13.5,1016.0,9.3,6.3,15.9,21.0,32.0,19.0,0.0,3.1,0,0,0,0,0,0
2015-02-22,1,8,2,2015,34,52,145,5,8,1,40,104,16,16,17,5,11,20,0,1,41,1,5,0,0,1,1,0,0,0,0,0,0,67,1,0,592,24.3,11.9,1029.0,9.0,8.7,14.0,20.0,33.1,15.1,0.0,3.1,0,0,0,0,0,0
2015-02-23,2,9,2,2015,45,47,109,2,4,3,42,130,19,14,26,9,7,33,0,0,32,0,0,0,1,1,1,0,0,0,0,0,0,46,1,0,572,7.7,-9.3,1039.9,10.0,9.8,15.0,21.0,30.0,0.0,0.0,3.1,0,0,0,0,0,0
2015-02-24,3,9,2,2015,36,58,110,4,6,0,48,114,18,15,33,6,10,42,0,1,44,0,7,0,0,0,2,0,0,0,0,0,0,73,1,0,628,13.9,2.1,1019.5,10.0,12.6,20.0,27.0,30.9,0.0,0.0,3.1,0,0,1,0,0,0
2015-02-25,4,9,2,2015,44,46,111,5,7,2,49,96,11,19,21,7,4,23,2,0,43,3,3,0,0,1,3,0,0,0,0,0,0,67,4,0,571,24.1,9.9,1014.2,8.9,7.9,14.0,18.1,32.0,6.1,0.0,3.1,0,0,1,0,0,0
2015-02-26,5,9,2,2015,51,48,88,0,7,3,31,112,14,11,12,4,7,20,0,0,30,0,2,0,0,2,0,0,0,0,0,0,0,75,0,0,517,20.2,12.3,1023.0,3.1,11.5,17.1,22.9,28.0,16.0,0.06,7.1,1,0,1,0,0,0
2015-02-27,6,9,2,2015,60,46,103,3,10,1,51,135,19,16,28,5,5,25,0,1,46,0,2,0,1,1,0,0,0,0,0,0,0,80,0,0,638,10.0,-3.5,1035.7,10.0,6.7,9.9,999.9,21.9,0.0,0.0,5.9,0,0,0,0,0,0
2015-02-28,7,9,2,2015,28,55,109,5,9,2,37,104,22,21,20,1,9,17,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,62,4,0,545,11.0,-1.6,1040.8,10.0,4.6,8.9,999.9,23.0,0.0,0.0,5.9,0,0,0,0,0,0
2015-03-01,1,9,3,2015,90,73,140,5,10,11,69,130,13,17,32,1,8,27,1,2,33,0,1,0,1,1,0,1,0,0,0,0,0,84,6,0,756,22.0,15.9,1031.2,7.3,5.1,12.0,999.9,27.0,19.0,0.0,5.9,0,0,1,0,0,0
2015-03-02,2,10,3,2015,48,56,108,1,11,2,37,131,15,26,33,3,9,35,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,97,5,0,658,23.8,12.4,1032.1,10.0,6.6,12.0,999.9,34.0,16.0,0.01,5.1,0,0,0,0,0,0
2015-03-03,3,10,3,2015,54,49,116,4,6,1,59,115,17,18,27,9,5,28,0,0,43,1,2,0,0,1,2,0,0,0,0,0,0,77,2,0,636,30.7,22.9,1018.9,6.5,10.6,15.0,22.9,37.0,16.0,0.04,3.9,0,1,1,0,0,0
2015-03-04,4,10,3,2015,46,41,125,1,5,0,35,120,14,11,17,6,6,19,0,0,34,0,2,0,0,1,1,0,0,0,0,0,0,71,7,0,562,26.6,14.8,1017.7,10.0,10.4,15.0,21.0,37.0,19.9,0.06,3.9,0,0,0,0,0,0
2015-03-05,5,10,3,2015,41,53,101,2,8,1,64,110,17,18,15,9,9,23,0,1,53,0,4,0,0,0,1,0,0,0,0,0,0,79,4,0,613,15.2,-2.2,1031.7,10.0,8.9,12.0,15.9,33.1,9.0,0.0,3.9,0,0,0,0,0,0
2015-03-06,6,10,3,2015,69,61,118,3,14,1,50,135,21,20,28,9,12,34,0,1,36,0,4,0,1,0,0,0,0,0,0,0,0,95,0,0,712,14.7,3.4,1032.2,10.0,10.4,18.1,26.0,27.0,6.1,0.0,3.9,0,0,0,0,0,0
2015-03-07,7,10,3,2015,45,72,146,2,12,3,49,122,16,29,24,12,8,19,1,0,43,3,6,0,0,1,1,0,0,0,0,0,0,79,4,0,697,34.1,23.6,1019.9,10.0,10.6,15.9,20.0,46.0,25.0,0.0,2.0,0,0,0,0,0,0
2015-03-08,1,10,3,2015,15,59,128,1,11,1,32,133,22,11,23,8,9,23,1,1,47,2,0,1,0,0,1,0,0,0,0,0,0,90,6,0,625,37.1,28.2,1022.0,10.0,6.7,11.1,999.9,46.0,26.1,0.0,1.2,0,0,1,0,0,0
2015-03-09,2,11,3,2015,62,63,129,4,3,8,57,137,15,25,21,11,10,29,1,0,65,4,0,1,1,0,2,0,0,0,0,0,0,73,5,0,726,40.0,27.1,1021.9,10.0,4.7,7.0,999.9,52.0,28.0,0.0,1.2,0,0,0,0,0,0
2015-03-10,3,11,3,2015,66,81,130,4,6,3,57,142,17,17,26,11,11,26,2,0,54,0,7,1,0,0,1,0,0,0,0,0,0,88,3,0,753,43.9,38.1,1017.6,4.6,6.2,12.0,999.9,54.0,28.0,0.0,999.9,1,0,0,0,0,0
2015-03-11,4,11,3,2015,66,67,117,7,6,1,54,150,25,17,37,10,9,30,0,0,61,0,12,0,1,0,3,0,0,0,0,0,0,71,2,0,746,44.7,34.4,1022.5,6.5,6.5,12.0,999.9,54.0,36.0,0.0,999.9,1,0,0,0,0,0
2015-03-12,5,11,3,2015,46,65,154,10,5,2,59,158,24,12,30,11,9,23,0,0,54,0,7,2,1,0,2,0,0,0,0,0,0,76,1,0,751,44.9,27.7,1031.6,10.0,6.5,14.0,21.0,57.9,33.1,0.0,999.9,0,0,0,0,0,0
2015-03-13,6,11,3,2015,52,86,160,5,10,3,42,159,22,32,37,14,19,28,0,2,43,0,2,0,2,1,1,0,1,0,0,0,0,92,1,0,814,50.6,31.5,1023.5,10.0,6.3,9.9,999.9,64.9,33.1,0.0,999.9,0,0,0,0,0,0
2015-03-14,7,11,3,2015,33,113,171,3,6,0,51,159,14,24,25,9,11,23,1,9,50,0,3,1,0,1,1,0,0,0,0,0,0,79,11,0,798,52.5,38.6,1016.6,9.7,8.2,15.0,28.9,64.9,41.0,0.0,999.9,0,0,0,0,0,0
2015-03-15,1,11,3,2015,40,102,175,5,7,4,44,143,9,24,32,11,15,33,0,1,62,4,0,2,2,0,3,0,0,0,0,0,0,57,3,0,778,47.6,33.3,1022.3,10.0,6.7,15.0,22.9,64.0,34.0,0.0,999.9,0,0,0,0,0,0
2015-03-16,2,12,3,2015,49,78,149,4,7,4,55,158,19,24,17,11,12,36,0,0,61,2,1,4,0,0,2,0,1,0,0,0,0,82,3,0,779,61.3,39.0,1013.3,10.0,11.7,18.1,27.0,73.9,51.1,0.0,999.9,0,0,0,0,0,0
2015-03-17,3,12,3,2015,34,82,125,4,3,1,43,147,17,17,16,5,5,25,0,0,62,0,1,1,1,1,0,0,0,0,0,0,0,98,4,0,692,44.1,25.4,1022.2,10.0,15.0,24.1,34.0,73.9,36.0,0.0,999.9,0,0,0,0,0,0
2015-03-18,4,12,3,2015,51,59,138,1,4,0,49,131,16,21,25,9,12,28,2,2,44,0,7,1,0,0,5,0,0,0,0,0,0,80,5,0,690,38.8,14.2,1027.5,10.0,4.3,9.9,999.9,50.0,30.0,0.0,999.9,0,0,0,0,0,0
2015-03-19,5,12,3,2015,29,89,147,1,6,3,30,154,30,22,23,10,9,28,0,0,49,4,3,0,0,1,3,0,0,0,0,0,0,74,2,0,717,44.4,16.9,1024.3,10.0,7.4,13.0,18.1,50.0,30.0,0.0,999.9,0,0,0,0,0,0
2015-03-20,6,12,3,2015,53,102,145,5,4,3,41,147,24,24,24,11,16,29,0,0,51,1,9,1,1,2,0,0,0,0,0,0,0,81,1,0,775,44.0,33.1,1019.4,9.3,7.8,13.0,999.9,52.0,39.0,0.0,999.9,0,0,0,0,0,0
2015-03-21,7,12,3,2015,30,90,142,3,4,6,46,133,14,20,28,6,19,24,1,1,30,1,6,2,0,0,3,0,0,0,0,0,0,79,1,0,689,43.0,34.9,1019.4,8.1,11.4,17.1,19.0,52.0,37.9,0.0,999.9,0,0,0,0,0,0
2015-03-22,1,12,3,2015,29,83,143,4,7,1,35,130,23,23,27,4,9,26,0,1,38,3,0,1,1,1,0,0,0,0,0,0,0,65,2,0,656,34.8,22.1,1025.8,9.8,10.0,15.0,999.9,50.0,30.9,0.0,999.9,0,0,1,0,0,0
2015-03-23,2,13,3,2015,41,47,108,5,6,1,49,140,15,9,17,5,6,30,0,0,48,0,0,1,1,1,1,1,0,0,0,0,0,54,6,0,592,31.4,25.2,1025.7,6.6,11.5,17.1,19.0,37.0,30.0,0.07,3.1,1,0,1,0,0,0
2015-03-24,3,13,3,2015,47,53,96,2,5,0,47,142,18,11,23,7,10,30,0,1,44,1,0,0,0,0,1,1,0,0,0,0,0,96,4,0,639,32.4,21.6,1025.4,9.9,9.1,15.0,17.1,39.0,25.0,0.08,2.0,0,0,0,0,0,0
2015-03-25,4,13,3,2015,54,78,131,6,3,3,48,130,23,24,20,12,11,29,0,2,49,1,6,0,0,0,0,0,0,0,0,0,0,91,2,0,723,40.7,34.3,1015.2,7.0,11.0,17.1,22.0,43.0,25.0,0.17,999.9,0,1,0,0,0,0
2015-03-26,5,13,3,2015,36,80,127,3,5,3,40,123,22,20,30,6,9,32,1,1,48,1,10,0,0,1,1,0,0,0,0,0,0,83,2,0,684,39.7,28.4,1016.2,9.7,8.1,13.0,19.0,46.0,35.1,0.13,999.9,0,0,0,0,0,0
2015-03-27,6,13,3,2015,55,76,125,1,11,2,47,130,25,28,38,5,8,35,0,2,34,1,6,1,0,1,1,0,1,1,0,0,0,89,2,0,725,30.8,16.8,1021.0,8.3,12.1,17.1,24.1,46.0,25.0,0.01,1.2,0,0,1,0,0,0
2015-03-28,7,13,3,2015,33,69,138,2,8,2,36,140,18,22,26,10,12,14,1,3,37,1,4,1,0,2,4,0,0,0,0,0,0,70,4,0,657,29.2,10.7,1026.6,10.0,6.2,12.0,15.9,37.0,21.0,0.0,999.9,0,0,0,0,0,0
2015-03-29,1,13,3,2015,32,70,129,3,4,1,40,128,18,19,18,2,11,21,0,1,40,1,0,0,0,1,0,0,0,0,0,0,0,78,2,0,619,34.9,19.8,1019.9,10.0,12.4,22.0,28.0,48.9,21.0,0.0,999.9,0,1,0,0,0,0
2015-03-30,2,14,3,2015,58,75,124,5,1,1,56,163,21,17,17,4,15,31,1,0,45,1,1,2,2,1,0,0,0,0,0,0,0,76,2,0,719,49.1,31.0,1015.5,10.0,9.0,20.0,26.0,64.0,28.0,0.04,999.9,0,0,0,0,0,0
2015-03-31,3,14,3,2015,39,66,150,7,6,2,64,134,19,15,28,8,13,29,1,0,40,2,5,1,2,1,1,0,0,0,0,0,0,58,2,0,693,50.1,35.7,1010.9,9.2,9.4,18.1,31.1,64.0,37.0,0.0,999.9,0,0,0,0,0,0
2015-04-01,4,14,4,2015,118,82,152,1,17,5,66,189,18,31,21,13,14,35,1,2,70,1,4,2,1,1,2,1,0,0,0,0,0,71,9,0,927,55.9,36.2,1015.4,10.0,8.5,18.1,27.0,73.9,41.0,0.0,999.9,0,0,0,0,0,0
2015-04-02,5,14,4,2015,54,75,149,8,6,2,47,163,20,26,29,8,9,32,0,1,52,3,12,0,0,0,2,0,0,0,0,0,0,92,4,0,794,60.6,43.2,1008.0,9.5,11.0,15.0,25.1,73.9,41.0,0.02,999.9,0,1,0,0,1,0
2015-04-03,6,14,4,2015,43,77,131,4,4,0,41,150,27,27,21,4,11,23,1,0,42,3,5,1,1,1,1,0,0,0,0,0,0,87,5,0,710,52.0,31.8,1012.6,10.0,8.9,17.1,22.0,68.0,39.0,0.25,999.9,0,0,0,0,0,0
2015-04-04,7,14,4,2015,41,85,142,4,5,0,56,143,9,20,14,6,10,26,0,3,43,2,7,0,0,2,2,0,0,0,0,0,0,71,3,0,694,42.9,24.1,1023.4,10.0,10.7,19.0,26.0,61.0,30.9,0.0,999.9,0,0,0,0,0,0
2015-04-05,1,14,4,2015,27,85,169,3,10,5,40,119,14,19,27,6,5,30,0,2,50,0,0,4,1,0,2,0,0,0,0,0,0,54,1,0,673,56.3,23.8,1018.3,10.0,10.3,15.9,24.1,68.0,48.0,0.0,999.9,0,0,0,0,0,0
2015-04-06,2,15,4,2015,45,80,117,3,5,1,51,148,13,28,18,4,13,22,0,0,42,0,0,3,1,0,2,0,0,0,0,0,0,76,4,0,676,55.0,33.2,1015.7,10.0,6.3,11.1,999.9,69.1,46.9,0.0,999.9,0,0,0,0,0,0
2015-04-07,3,15,4,2015,49,67,75,3,3,2,48,139,11,19,28,8,8,31,0,1,33,0,3,0,1,1,0,0,0,0,0,0,0,72,1,0,603,43.6,39.0,1018.1,5.1,10.5,15.0,999.9,46.9,41.0,0.11,999.9,0,1,0,0,0,0
2015-04-08,4,15,4,2015,47,78,103,3,3,2,58,148,21,23,29,2,7,29,1,1,33,3,1,1,0,2,1,2,0,0,0,0,0,77,4,0,679,47.2,44.2,1014.9,3.2,7.6,13.0,19.0,54.0,39.9,0.04,999.9,1,0,0,0,0,0
2015-04-09,5,15,4,2015,43,80,98,4,5,6,58,128,22,16,12,7,5,39,1,0,46,0,1,3,0,0,2,0,0,0,0,0,0,69,3,0,648,54.6,51.3,1006.8,4.3,9.1,17.1,26.0,73.9,43.0,0.21,999.9,0,1,0,0,1,0
2015-04-10,6,15,4,2015,68,113,110,2,9,1,45,164,14,17,12,8,12,21,0,2,36,1,2,2,1,0,0,1,0,0,0,0,0,72,1,0,714,54.5,41.6,1007.1,9.8,19.2,29.9,42.0,73.9,42.1,0.82,999.9,0,1,0,0,1,0
2015-04-11,7,15,4,2015,35,98,141,10,8,2,47,139,20,17,21,9,12,27,0,1,52,1,0,0,0,1,0,0,0,0,0,0,0,76,3,0,720,50.5,33.7,1022.6,10.0,7.2,14.0,17.1,64.9,39.0,0.0,999.9,0,0,0,0,0,0
2015-04-12,1,15,4,2015,34,95,188,2,8,1,54,138,28,30,25,10,16,22,0,0,41,0,1,3,0,0,2,0,0,0,0,0,0,70,5,0,773,58.8,32.1,1019.8,10.0,8.0,17.1,22.9,71.1,39.0,0.0,999.9,0,0,0,0,0,0
2015-04-13,2,16,4,2015,69,83,143,3,9,2,55,156,13,11,24,9,7,37,0,0,45,0,1,0,1,0,2,0,1,0,0,0,0,62,2,0,735,63.3,40.4,1014.4,9.8,10.5,18.1,22.0,71.1,46.9,0.11,999.9,0,1,0,0,0,0
2015-04-14,3,16,4,2015,50,93,151,0,6,3,49,139,22,20,25,14,12,42,0,1,56,0,4,2,0,0,0,0,0,0,0,0,0,76,2,0,767,58.2,24.9,1023.0,10.0,5.1,8.9,999.9,69.1,46.0,0.03,999.9,0,0,0,0,0,0
2015-04-15,4,16,4,2015,93,94,138,1,2,3,67,164,14,24,30,5,12,25,0,1,49,2,2,2,0,0,2,0,0,0,0,0,0,63,5,0,798,56.0,26.8,1023.8,10.0,9.6,18.1,999.9,66.9,44.1,0.0,999.9,0,0,0,0,0,0
2015-04-16,5,16,4,2015,39,82,147,2,5,1,45,136,26,17,18,7,8,30,0,1,33,0,6,0,1,0,0,0,0,0,1,0,0,77,4,0,686,54.8,37.9,1019.9,8.8,7.1,11.1,999.9,66.9,44.1,0.34,999.9,0,1,0,0,0,0
2015-04-17,6,16,4,2015,54,87,150,3,6,2,45,159,20,32,23,7,11,42,0,2,45,0,4,2,1,0,1,0,0,0,0,0,0,83,6,0,785,62.4,45.9,1017.9,9.1,3.8,8.0,999.9,80.1,46.9,0.0,999.9,0,0,0,0,0,0
2015-04-18,7,16,4,2015,38,96,163,5,8,2,41,186,19,14,23,7,8,25,0,2,37,2,7,0,0,0,3,0,0,0,0,0,0,78,5,0,769,62.3,43.8,1016.5,10.0,7.4,18.1,21.0,80.1,48.9,0.0,999.9,0,0,0,0,0,0
2015-04-19,1,16,4,2015,20,74,160,3,4,2,43,153,26,26,30,6,9,21,1,1,41,3,0,1,1,0,1,0,0,0,0,0,0,70,7,0,703,57.5,38.3,1009.6,9.4,8.7,14.0,999.9,69.1,50.0,0.0,999.9,0,1,0,0,0,0
2015-04-20,2,17,4,2015,59,61,135,1,7,2,51,176,17,15,28,5,9,35,0,1,45,2,1,0,1,0,4,1,0,0,0,0,0,83,4,0,743,50.8,44.9,995.1,7.0,14.1,22.0,32.1,69.1,46.9,0.42,999.9,0,1,0,0,0,0
2015-04-21,3,17,4,2015,42,59,112,4,4,0,53,150,17,24,30,4,14,25,1,1,40,3,3,0,0,0,1,0,0,0,0,0,0,74,2,0,663,47.6,29.3,1003.5,10.0,16.2,27.0,38.1,57.9,41.0,0.0,999.9,0,1,0,0,0,0
2015-04-22,4,17,4,2015,44,73,119,3,9,2,42,144,19,28,25,8,11,23,1,2,58,0,3,0,1,1,1,0,0,0,0,0,0,64,1,0,682,42.2,23.6,1008.5,9.9,12.7,19.0,28.0,46.9,37.0,0.0,999.9,0,0,0,0,0,0
2015-04-23,5,17,4,2015,48,76,137,3,3,1,65,147,19,20,26,10,12,41,1,0,47,1,8,3,0,0,1,0,1,0,0,0,0,59,2,0,731,44.5,22.5,1015.5,10.0,7.9,15.0,28.0,55.9,34.0,0.0,999.9,0,0,0,0,0,0
2015-04-24,6,17,4,2015,46,80,147,2,5,3,44,167,26,28,28,8,6,37,0,1,56,2,2,0,0,2,2,0,0,0,0,0,0,67,2,0,761,47.5,24.0,1017.4,10.0,4.3,14.0,999.9,60.1,34.0,0.0,999.9,0,0,0,0,0,0
2015-04-25,7,17,4,2015,54,85,139,6,6,2,43,142,26,31,16,4,8,23,0,0,36,1,5,0,1,0,0,1,0,1,0,0,0,64,1,0,695,45.9,39.3,1010.2,8.8,13.1,21.0,28.0,60.1,35.1,0.29,999.9,0,1,0,0,0,0
2015-04-26,1,17,4,2015,30,90,171,1,6,3,43,136,22,25,26,10,9,28,0,0,54,2,1,1,1,0,0,0,0,0,0,0,0,57,2,0,718,47.1,30.3,1014.4,10.0,10.7,18.1,22.9,57.0,39.0,0.34,999.9,0,0,0,0,0,0
2015-04-27,2,18,4,2015,52,81,152,2,8,1,39,148,26,23,23,8,5,49,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,721,49.1,31.6,1018.9,10.0,11.9,18.1,24.1,57.0,39.0,0.0,999.9,0,0,0,0,0,0
2015-04-28,3,18,4,2015,44,82,134,1,5,1,47,146,16,26,30,12,8,30,0,1,63,1,7,2,0,2,4,0,0,0,0,0,0,52,4,0,718,49.1,34.3,1020.1,10.0,5.4,12.0,18.1,60.1,37.9,0.0,999.9,0,0,0,0,0,0
2015-04-29,4,18,4,2015,53,84,137,2,6,5,52,165,16,20,40,12,12,32,0,0,52,2,4,1,0,0,3,0,0,0,0,0,0,66,2,0,766,52.3,35.4,1014.4,10.0,5.2,14.0,999.9,64.0,37.9,0.0,999.9,0,0,0,0,0,0
2015-04-30,5,18,4,2015,48,70,108,1,4,4,47,145,15,21,23,7,8,39,0,1,48,1,10,0,0,1,1,0,0,0,0,0,0,62,2,0,666,48.0,34.8,1014.5,10.0,12.1,20.0,24.1,64.0,42.1,0.0,999.9,0,1,0,0,0,0
2015-05-01,6,18,5,2015,127,91,148,2,15,10,66,183,21,25,40,12,7,36,2,2,74,5,7,2,1,0,2,1,0,0,0,0,0,65,7,0,951,52.2,38.0,1020.4,10.0,5.5,9.9,14.0,64.9,39.9,0.0,999.9,0,0,0,0,0,0
2015-05-02,7,18,5,2015,40,75,163,2,4,5,39,145,14,16,34,1,6,26,0,1,59,0,3,0,0,0,2,0,0,0,0,0,0,48,2,0,685,64.9,38.4,1017.6,10.0,5.8,12.0,17.1,79.0,39.9,0.0,999.9,0,0,0,0,0,0
2015-05-03,1,18,5,2015,22,106,205,6,4,3,46,167,18,17,27,4,7,19,0,2,57,1,1,0,0,0,0,0,0,0,0,0,0,30,3,0,745,70.1,42.9,1013.9,10.0,8.5,20.0,27.0,82.0,53.1,0.0,999.9,0,1,0,0,0,0
