crimedate,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
2014-05-31,7,22,5,2014,40,99,176,5,7,3,40,199,16,21,30,14,18,28,0,2,49,2,7,1,0,3,2,0,0,0,0,0,0,82,4,0,848
2014-06-01,1,22,6,2014,101,113,225,7,16,14,66,205,17,15,33,14,8,28,2,1,63,4,6,2,1,1,4,0,0,0,1,0,0,74,15,0,1036
2014-06-02,2,23,6,2014,62,85,151,8,10,0,51,205,24,22,24,10,8,50,0,1,61,1,1,3,0,1,0,0,0,0,0,0,0,95,3,0,876
2014-06-03,3,23,6,2014,45,87,145,5,15,3,72,202,28,27,28,12,16,41,0,3,55,1,5,2,0,1,0,0,0,0,0,0,0,102,3,0,898
2014-06-04,4,23,6,2014,40,68,136,5,6,5,53,174,28,27,22,7,9,33,0,0,64,1,5,3,1,0,1,0,0,0,0,0,0,86,1,0,775
2014-06-05,5,23,6,2014,53,76,132,4,8,2,45,207,28,28,23,6,8,36,0,2,51,1,7,3,1,0,2,0,0,0,0,0,0,76,3,1,803
2014-06-06,6,23,6,2014,54,75,155,4,10,3,61,172,18,20,41,10,12,52,0,1,57,2,6,3,0,1,1,0,0,0,0,0,0,94,7,0,859
2014-06-07,7,23,6,2014,26,97,190,5,3,2,53,185,19,28,32,14,8,42,0,2,69,2,4,3,0,0,0,0,0,0,0,0,0,83,2,0,869
2014-06-08,1,23,6,2014,28,87,170,1,11,2,52,165,22,24,30,7,6,35,0,2,50,0,6,4,0,0,1,0,0,0,0,0,0,66,4,0,773
2014-06-09,2,24,6,2014,42,63,161,6,9,6,53,203,28,25,30,11,7,46,1,1,56,3,1,4,0,0,3,0,0,0,0,0,0,63,1,0,823
2014-06-10,3,24,6,2014,48,58,103,3,4,3,44,154,22,26,24,4,6,36,0,1,56,1,4,1,0,1,8,0,0,0,0,0,0,64,2,0,673
2014-06-11,4,24,6,2014,43,60,150,5,6,2,44,179,25,21,29,18,9,35,1,2,49,0,0,1,2,0,1,0,0,0,0,0,0,89,2,0,773
2014-06-12,5,24,6,2014,41,72,137,6,6,2,41,192,28,34,33,9,14,41,1,2,74,1,5,2,0,1,0,0,0,0,0,0,0,75,5,0,822
2014-06-13,6,24,6,2014,43,87,158,4,15,3,61,255,25,30,33,8,12,43,0,1,49,0,8,2,1,1,1,0,0,0,0,0,0,89,7,0,936
2014-06-14,7,24,6,2014,43,112,185,6,7,7,42,167,22,25,24,11,15,36,0,1,41,1,6,5,0,0,0,0,0,0,0,0,0,77,9,0,842
2014-06-15,1,24,6,2014,33,104,215,5,7,5,49,187,18,32,25,10,14,39,0,1,59,2,5,1,1,5,1,1,0,0,0,0,0,53,10,0,882
2014-06-16,2,25,6,2014,50,98,166,7,6,5,41,203,24,24,34,9,19,37,2,1,59,0,1,2,0,0,1,0,0,0,0,0,0,80,3,0,872
2014-06-17,3,25,6,2014,43,93,177,4,6,1,50,188,27,29,24,10,14,49,2,1,66,2,6,1,0,1,2,0,0,0,0,0,0,89,3,0,888
2014-06-18,4,25,6,2014,40,91,138,6,8,8,58,178,22,23,26,6,10,46,0,1,38,0,4,0,2,0,0,0,0,0,0,0,0,65,1,0,771
2014-06-19,5,25,6,2014,52,64,140,5,4,3,57,194,24,43,38,6,10,49,0,1,44,1,8,0,0,0,0,0,0,0,0,0,0,76,5,0,824
2014-06-20,6,25,6,2014,39,73,155,2,11,1,58,215,31,21,38,6,12,56,1,0,59,0,7,4,0,2,3,2,0,0,0,0,0,88,3,0,887
2014-06-21,7,25,6,2014,37,92,186,4,5,4,41,207,15,31,26,7,13,26,0,1,52,2,8,0,0,1,2,0,0,0,0,0,0,98,7,0,865
2014-06-22,1,25,6,2014,24,103,183,5,5,2,42,215,19,32,26,9,13,35,0,2,67,4,1,4,0,0,1,0,0,0,0,0,0,70,5,0,867
2014-06-23,2,26,6,2014,58,66,129,2,11,2,63,183,26,26,38,12,13,49,1,0,55,1,2,1,0,0,2,0,0,0,0,0,0,89,1,0,830
2014-06-24,3,26,6,2014,66,89,139,6,6,3,53,200,22,31,30,11,9,46,0,0,53,0,3,2,0,1,0,0,0,0,0,0,0,89,2,0,861
2014-06-25,4,26,6,2014,49,77,124,2,6,2,35,231,20,32,34,12,11,44,0,3,58,1,7,1,2,2,1,0,0,0,0,0,0,99,2,0,855
2014-06-26,5,26,6,2014,52,74,127,5,8,3,49,226,18,26,29,9,13,33,1,3,56,2,6,1,0,1,0,0,0,0,0,0,0,81,3,0,826
2014-06-27,6,26,6,2014,64,64,167,5,7,4,52,201,22,44,34,7,15,49,0,2,43,2,3,3,0,0,2,0,0,0,0,0,0,102,6,0,898
2014-06-28,7,26,6,2014,38,92,187,5,9,4,43,183,17,34,32,8,12,44,0,1,42,1,3,0,0,2,3,0,1,0,0,0,0,81,11,0,853
2014-06-29,1,26,6,2014,17,80,242,6,11,4,45,180,23,40,33,13,8,41,0,3,57,0,2,1,1,0,2,1,0,0,0,0,0,91,5,0,906
2014-06-30,2,27,6,2014,48,89,148,2,1,7,46,183,20,39,33,7,3,47,0,1,57,1,1,3,0,0,0,0,0,0,0,0,0,60,4,1,801
2014-07-01,3,27,7,2014,115,69,157,7,11,11,75,236,21,43,33,5,15,49,0,1,55,0,3,1,1,0,5,0,0,0,0,0,0,90,7,0,1010
2014-07-02,4,27,7,2014,44,71,127,7,3,4,54,209,27,16,36,11,9,42,0,1,45,3,2,4,0,0,1,0,0,0,0,0,0,100,2,1,819
2014-07-03,5,27,7,2014,58,82,139,4,5,0,57,216,21,27,31,6,17,59,1,1,50,1,2,4,0,0,0,1,0,0,0,0,0,100,4,0,886
2014-07-04,6,27,7,2014,32,96,188,2,3,0,48,170,10,27,25,18,17,45,0,1,55,1,1,1,0,0,3,0,0,0,0,0,0,89,5,1,838
2014-07-05,7,27,7,2014,31,108,206,9,7,7,33,191,22,32,42,11,10,31,0,0,58,2,11,1,1,1,2,0,0,0,0,0,0,77,5,0,898
2014-07-06,1,27,7,2014,21,91,209,2,2,1,54,181,21,31,27,13,11,43,1,1,57,5,0,2,1,1,4,0,0,0,0,0,0,89,5,0,873
2014-07-07,2,28,7,2014,68,68,166,5,5,0,44,212,21,45,43,15,11,44,1,0,48,6,0,2,0,3,4,0,0,0,0,0,0,86,2,0,899
2014-07-08,3,28,7,2014,41,75,150,3,2,1,46,189,20,36,21,11,19,36,1,0,58,2,2,0,0,2,0,0,0,0,0,0,0,97,5,0,817
2014-07-09,4,28,7,2014,43,81,158,3,5,4,47,208,28,25,30,11,7,45,0,0,47,0,16,4,1,0,2,0,0,0,0,0,0,89,0,0,854
2014-07-10,5,28,7,2014,42,67,138,5,12,3,49,206,19,36,27,4,11,32,0,4,53,0,3,1,0,2,1,0,0,0,0,0,0,102,4,0,821
2014-07-11,6,28,7,2014,55,75,152,4,8,3,44,235,22,38,35,8,15,58,0,2,61,1,13,3,0,0,2,0,0,0,0,0,0,104,5,0,943
2014-07-12,7,28,7,2014,24,100,171,2,7,1,46,158,20,32,25,5,8,40,1,2,63,2,7,2,0,2,0,0,0,0,0,0,0,87,5,0,810
2014-07-13,1,28,7,2014,19,93,195,8,4,1,46,173,27,24,37,10,9,35,0,2,64,1,6,1,0,1,2,0,0,0,0,0,0,88,3,0,849
2014-07-14,2,29,7,2014,52,71,137,5,2,1,63,214,18,32,18,6,12,41,0,3,47,2,0,1,2,0,0,0,0,0,0,0,0,83,4,0,814
2014-07-15,3,29,7,2014,45,61,116,5,9,1,51,211,26,22,28,4,10,46,1,3,57,0,13,3,1,0,1,0,0,0,0,0,0,101,2,0,817
2014-07-16,4,29,7,2014,42,85,116,8,4,2,47,221,25,37,27,11,14,53,0,1,54,0,11,2,0,0,1,0,0,0,0,0,0,83,1,0,845
2014-07-17,5,29,7,2014,50,106,145,3,6,1,46,200,24,14,24,9,7,43,0,2,42,0,5,1,1,0,4,0,1,0,0,0,0,72,2,0,808
2014-07-18,6,29,7,2014,34,98,149,8,9,3,52,217,33,22,31,6,5,44,0,1,51,0,10,1,1,0,3,0,0,0,0,0,0,92,4,0,874
2014-07-19,7,29,7,2014,31,92,190,2,9,4,38,185,22,33,36,11,6,43,0,2,52,4,13,2,1,1,1,0,0,0,0,0,0,88,2,0,868
2014-07-20,1,29,7,2014,21,99,208,10,4,4,37,193,16,30,32,14,10,26,0,0,45,1,6,2,1,3,0,1,0,0,0,0,0,73,7,1,844
2014-07-21,2,30,7,2014,51,63,156,8,1,4,45,204,27,26,25,13,5,49,0,0,43,1,1,5,0,0,1,0,0,0,0,0,0,80,2,0,810
2014-07-22,3,30,7,2014,35,89,150,5,5,2,39,191,23,35,27,13,12,54,1,1,48,1,10,0,0,0,2,0,1,0,0,0,0,86,3,0,833
2014-07-23,4,30,7,2014,46,89,143,3,5,1,45,223,23,33,28,11,11,41,0,0,43,1,6,2,0,0,0,1,0,0,0,0,0,100,5,1,861
2014-07-24,5,30,7,2014,47,84,138,6,2,0,51,215,15,31,32,8,10,50,0,0,61,1,7,1,0,0,0,0,0,0,0,0,0,90,4,0,853
2014-07-25,6,30,7,2014,55,98,131,0,5,1,61,241,25,32,32,9,13,52,0,0,55,1,3,2,2,0,2,1,0,0,0,0,0,98,5,1,925
2014-07-26,7,30,7,2014,29,103,174,5,7,2,44,213,25,24,29,13,17,43,0,0,54,0,8,5,0,0,0,0,0,0,0,0,0,77,2,1,875
2014-07-27,1,30,7,2014,40,99,188,8,10,6,53,189,30,23,31,12,8,50,1,1,42,0,7,0,0,2,5,0,0,0,0,0,0,81,4,0,890
2014-07-28,2,31,7,2014,41,97,122,3,2,2,62,236,23,39,26,6,13,47,3,1,54,0,1,0,1,2,1,0,0,0,0,0,0,86,5,0,873
2014-07-29,3,31,7,2014,43,83,109,5,5,3,46,205,23,26,27,6,10,44,0,1,59,1,7,2,2,0,3,0,0,0,0,0,0,93,1,0,804
2014-07-30,4,31,7,2014,44,76,122,6,2,2,35,196,24,23,20,14,8,58,0,0,54,0,3,1,0,0,3,0,0,0,0,0,0,100,3,0,794
2014-07-31,5,31,7,2014,50,103,123,7,6,5,46,198,27,33,28,6,11,54,0,0,56,1,6,5,0,0,1,0,0,0,0,0,0,92,3,0,861
2014-08-01,6,31,8,2014,119,104,156,3,13,7,80,251,20,38,34,7,9,43,2,2,63,1,11,6,0,1,1,0,0,0,0,0,0,101,8,0,1080
2014-08-02,7,31,8,2014,42,89,157,8,6,3,52,208,23,42,17,10,10,41,0,6,54,2,16,5,0,1,0,0,0,0,0,0,0,95,8,1,896
2014-08-03,1,31,8,2014,32,85,204,8,10,3,29,172,28,26,29,12,7,38,0,1,57,4,3,2,0,0,1,0,0,0,0,0,0,87,8,0,846
2014-08-04,2,32,8,2014,67,83,121,10,4,2,52,157,26,31,30,5,4,52,0,0,56,3,1,2,1,1,0,0,0,0,0,0,0,70,4,0,782
2014-08-05,3,32,8,2014,59,88,126,10,5,4,61,165,21,26,36,10,9,51,1,4,53,1,1,3,0,0,1,0,0,0,0,0,0,88,2,0,825
2014-08-06,4,32,8,2014,49,69,142,7,9,3,38,175,15,32,20,6,8,31,0,1,74,1,7,2,2,1,2,0,0,0,0,0,0,114,1,0,809
2014-08-07,5,32,8,2014,44,91,137,3,5,0,32,191,29,34,27,7,12,46,1,0,63,0,6,2,0,1,1,0,0,0,0,0,0,104,7,0,843
2014-08-08,6,32,8,2014,50,73,120,4,11,6,48,212,28,16,23,11,6,33,0,3,51,0,8,1,0,0,1,0,0,0,0,0,0,108,6,0,819
2014-08-09,7,32,8,2014,27,85,213,4,6,7,56,192,22,28,22,20,11,38,1,3,59,0,1,4,0,1,1,0,0,0,0,0,0,77,9,0,887
2014-08-10,1,32,8,2014,38,106,202,5,14,1,50,163,20,24,37,12,4,38,0,0,53,1,3,3,1,1,1,0,0,0,0,0,0,73,5,0,855
2014-08-11,2,33,8,2014,44,99,136,4,5,3,57,201,18,30,38,7,14,51,1,0,60,1,0,3,0,1,0,0,0,0,0,0,0,97,4,0,874
2014-08-12,3,33,8,2014,41,84,113,4,6,2,37,170,24,30,27,7,7,40,0,0,45,1,15,3,0,0,1,0,0,0,0,0,0,102,1,0,760
2014-08-13,4,33,8,2014,55,83,132,8,3,2,40,210,26,28,30,17,7,45,1,0,57,1,14,2,0,0,2,0,0,0,0,0,0,92,2,0,857
2014-08-14,5,33,8,2014,42,82,137,2,7,1,40,208,23,29,20,7,9,47,0,0,40,1,6,4,1,0,1,0,0,1,0,0,0,85,2,0,795
2014-08-15,6,33,8,2014,45,90,139,7,9,2,60,196,23,23,49,4,10,47,1,0,42,3,9,3,0,0,1,0,0,0,0,0,0,97,3,0,863
2014-08-16,7,33,8,2014,38,88,178,3,4,9,49,215,22,23,25,7,15,36,1,1,45,1,12,0,0,1,0,0,0,0,0,0,0,77,4,0,854
2014-08-17,1,33,8,2014,17,103,207,6,7,4,37,210,19,26,24,10,7,50,0,2,46,4,5,3,1,1,0,0,0,0,0,0,0,65,8,0,862
2014-08-18,2,34,8,2014,52,70,135,8,8,2,57,190,18,26,27,4,9,63,0,0,57,0,0,1,0,1,1,0,0,0,0,0,0,83,3,0,815
2014-08-19,3,34,8,2014,32,87,136,1,5,4,50,186,29,31,21,7,9,47,1,1,30,4,2,2,0,0,2,0,0,1,0,0,0,85,3,0,776
2014-08-20,4,34,8,2014,50,67,134,3,5,4,59,190,22,37,19,12,14,51,0,4,65,1,6,2,2,1,2,0,0,0,0,0,0,77,6,1,834
2014-08-21,5,34,8,2014,48,68,124,6,4,3,63,167,22,29,21,7,7,60,1,3,44,1,7,2,0,0,1,0,0,0,0,0,0,85,4,1,778
2014-08-22,6,34,8,2014,33,81,131,3,7,3,59,204,24,23,23,5,9,45,0,5,53,1,5,1,0,1,1,0,0,0,0,0,0,97,2,0,816
2014-08-23,7,34,8,2014,39,86,188,6,7,3,44,172,13,26,30,15,7,43,0,1,50,0,11,2,0,1,0,0,0,0,0,0,0,70,8,0,822
2014-08-24,1,34,8,2014,16,110,195,10,9,2,50,170,28,26,38,8,7,39,0,1,47,5,13,1,0,2,2,0,0,0,0,0,0,75,2,0,856
2014-08-25,2,35,8,2014,45,78,140,4,8,4,52,186,24,30,23,6,8,51,1,0,44,2,2,1,1,1,1,0,0,0,0,0,0,63,2,0,777
2014-08-26,3,35,8,2014,43,65,148,5,9,1,45,205,18,24,24,9,13,42,0,0,59,1,9,1,1,0,1,0,0,0,0,0,0,78,3,0,804
2014-08-27,4,35,8,2014,41,101,145,5,6,7,51,153,19,23,21,11,7,42,2,0,51,3,10,2,2,1,1,0,0,0,0,0,0,71,6,1,782
2014-08-28,5,35,8,2014,52,67,114,5,6,1,41,193,16,34,29,9,8,53,0,1,39,0,3,2,1,1,0,0,0,0,0,0,0,59,4,0,738
2014-08-29,6,35,8,2014,53,93,151,5,6,3,56,197,16,28,34,10,9,45,0,4,53,1,7,0,0,0,1,0,0,0,0,0,0,109,4,0,885
2014-08-30,7,35,8,2014,37,95,183,3,6,5,40,197,19,26,39,8,12,37,1,3,52,2,3,3,1,0,2,0,0,0,0,0,0,85,8,0,867
2014-08-31,1,35,8,2014,24,75,203,7,8,5,41,179,19,34,28,9,6,39,0,2,54,2,1,1,2,3,4,0,0,0,0,0,0,76,8,0,830
2014-09-01,2,36,9,2014,94,103,197,5,17,13,76,217,21,33,29,8,14,53,0,1,45,0,3,1,0,2,0,1,0,0,0,0,0,72,10,0,1015
2014-09-02,3,36,9,2014,39,83,134,5,4,2,56,190,22,30,24,12,5,53,0,1,41,2,2,1,0,1,3,0,0,0,0,0,0,89,0,0,799
2014-09-03,4,36,9,2014,41,62,134,6,4,2,44,149,15,24,20,12,5,55,0,1,57,0,2,1,1,0,1,0,0,0,0,0,0,86,1,0,723
2014-09-04,5,36,9,2014,58,71,105,9,4,4,50,184,19,32,23,5,5,42,0,0,49,3,5,2,0,0,0,0,0,0,0,0,0,77,2,0,749
2014-09-05,6,36,9,2014,52,81,138,3,5,3,50,215,23,28,26,4,8,50,0,1,52,2,10,3,0,2,0,0,0,0,0,0,0,83,4,0,843
2014-09-06,7,36,9,2014,50,86,163,6,9,4,35,198,16,26,28,8,6,33,0,1,48,4,14,3,0,1,0,0,0,0,0,0,0,71,4,0,814
2014-09-07,1,36,9,2014,23,84,184,6,8,7,52,170,17,40,34,11,4,22,0,0,63,1,6,2,2,0,2,0,0,0,0,0,0,81,4,0,823
2014-09-08,2,37,9,2014,40,63,111,5,6,5,50,156,21,15,31,8,7,34,0,1,40,3,2,3,0,0,0,0,0,0,0,0,0,83,2,1,687
2014-09-09,3,37,9,2014,53,65,110,3,12,4,50,188,24,23,38,15,7,45,0,1,44,0,4,1,1,1,3,0,0,0,0,0,0,91,5,0,788
2014-09-10,4,37,9,2014,40,70,129,5,9,2,47,140,21,37,24,4,8,41,2,0,44,2,4,2,0,0,0,0,0,0,0,0,0,71,3,1,706
2014-09-11,5,37,9,2014,50,65,110,5,5,2,60,160,22,14,30,7,6,50,3,0,48,1,5,3,0,0,0,0,0,0,0,0,0,100,0,2,748
2014-09-12,6,37,9,2014,49,64,100,3,7,2,41,182,14,27,32,6,6,43,1,1,48,0,4,1,1,1,4,0,0,0,0,0,0,80,2,0,719
2014-09-13,7,37,9,2014,20,88,153,3,6,1,32,146,17,24,35,10,10,25,0,0,34,1,10,0,0,0,2,0,0,0,0,0,0,65,3,0,685
2014-09-14,1,37,9,2014,27,78,184,3,5,2,44,154,16,28,34,11,10,39,0,0,49,2,1,1,0,0,3,0,0,0,0,0,0,60,9,0,760
2014-09-15,2,38,9,2014,49,69,114,4,4,2,48,177,15,26,17,15,8,48,0,1,64,1,2,1,1,1,0,0,0,0,0,0,0,65,6,0,738
2014-09-16,3,38,9,2014,46,72,119,4,5,2,49,177,18,15,31,14,8,43,1,1,55,0,5,1,0,0,0,0,0,0,0,0,0,74,9,0,749
2014-09-17,4,38,9,2014,43,80,146,3,8,3,40,191,18,27,32,12,13,35,1,0,53,2,8,0,1,0,0,0,0,0,0,0,0,76,4,0,796
2014-09-18,5,38,9,2014,38,86,141,4,8,5,37,189,20,40,44,14,6,60,0,2,54,2,7,3,1,3,2,0,0,0,0,0,0,98,3,1,868
2014-09-19,6,38,9,2014,54,75,149,8,6,4,53,203,22,29,31,10,12,59,1,4,53,1,13,5,1,1,1,0,1,0,0,0,0,79,1,0,876
2014-09-20,7,38,9,2014,33,103,174,5,3,3,41,173,19,35,30,13,8,34,1,1,63,4,7,1,1,0,0,0,0,0,0,0,0,84,10,0,846
2014-09-21,1,38,9,2014,32,87,141,5,2,2,34,194,25,26,35,5,7,37,0,1,57,0,2,0,1,0,1,0,0,0,0,0,0,92,5,0,791
2014-09-22,2,39,9,2014,57,83,114,7,5,0,58,176,20,28,18,9,6,53,0,1,54,2,0,0,0,0,0,0,0,0,0,0,0,75,3,0,769
2014-09-23,3,39,9,2014,43,87,133,0,2,1,32,224,24,39,19,12,13,47,1,1,50,1,8,1,1,1,0,0,0,0,0,0,0,91,4,0,835
2014-09-24,4,39,9,2014,46,82,134,5,5,2,44,190,29,29,24,14,11,49,1,0,67,0,5,1,0,1,0,0,0,0,0,0,0,94,3,0,836
2014-09-25,5,39,9,2014,47,67,115,2,10,2,42,168,15,30,20,11,12,42,0,2,64,0,9,4,0,1,0,0,0,0,0,0,0,84,3,0,750
2014-09-26,6,39,9,2014,54,93,150,1,3,3,43,206,18,34,38,10,13,51,0,2,58,2,10,2,2,1,1,0,1,0,0,0,0,80,3,0,879
2014-09-27,7,39,9,2014,30,105,188,6,6,1,46,201,24,33,34,8,17,32,1,1,62,2,8,4,0,1,0,0,0,0,0,0,0,72,10,0,892
2014-09-28,1,39,9,2014,29,100,207,6,4,2,35,196,18,34,31,8,14,35,0,0,57,5,0,3,0,0,2,0,0,0,0,0,0,47,4,0,837
2014-09-29,2,40,9,2014,45,67,136,6,3,2,61,185,29,32,24,5,8,43,0,0,58,1,1,2,4,0,1,0,0,0,0,0,0,82,5,0,800
2014-09-30,3,40,9,2014,54,70,123,5,4,6,44,186,24,34,22,7,8,47,1,0,42,2,6,1,1,3,2,1,0,0,0,0,0,85,3,0,781
2014-10-01,4,40,10,2014,103,81,147,5,12,12,66,211,25,32,36,6,7,61,0,1,55,0,3,0,1,0,0,3,0,0,0,0,0,99,11,0,977
2014-10-02,5,40,10,2014,41,80,121,1,6,2,49,190,31,32,39,6,6,44,0,1,69,1,6,2,1,1,0,0,0,0,0,0,0,72,4,0,805
2014-10-03,6,40,10,2014,52,80,123,5,11,4,40,175,10,36,26,7,10,48,0,4,44,1,6,0,1,0,0,0,0,0,0,0,0,90,6,0,779
2014-10-04,7,40,10,2014,24,95,117,5,9,2,49,155,18,33,23,10,11,31,0,0,46,1,3,1,0,2,0,0,0,0,0,0,0,81,7,0,723
2014-10-05,1,40,10,2014,27,98,154,2,5,1,40,145,22,24,37,6,4,34,0,1,40,0,2,3,2,2,1,0,0,0,0,0,0,61,5,0,716
2014-10-06,2,41,10,2014,46,87,124,1,2,1,41,157,22,23,17,12,5,58,1,0,39,2,2,4,0,2,2,0,0,0,0,0,0,74,0,0,722
2014-10-07,3,41,10,2014,39,65,123,2,5,4,39,189,22,37,24,14,9,53,0,0,54,0,6,0,1,1,2,0,0,0,0,0,0,65,4,0,758
2014-10-08,4,41,10,2014,37,66,117,2,11,5,37,184,18,22,30,11,9,48,0,2,50,2,3,1,0,2,0,0,0,0,0,0,0,86,3,0,746
2014-10-09,5,41,10,2014,40,49,121,4,5,5,30,159,15,27,29,14,9,36,1,2,46,1,2,1,0,0,0,0,0,0,0,0,0,88,2,0,686
2014-10-10,6,41,10,2014,57,50,113,4,9,1,57,193,20,21,18,7,8,36,0,2,46,0,2,3,1,1,3,0,0,0,0,0,0,86,3,0,741
2014-10-11,7,41,10,2014,32,100,151,2,8,4,28,181,19,38,26,10,5,38,0,1,52,2,7,0,0,0,4,0,0,0,0,0,0,87,5,0,800
2014-10-12,1,41,10,2014,21,85,149,6,2,4,27,187,13,23,24,8,2,38,0,1,32,1,4,1,0,0,0,0,0,0,0,0,0,59,4,0,691
2014-10-13,2,42,10,2014,33,72,116,3,4,2,52,150,20,38,37,8,3,39,0,1,36,1,2,1,0,1,0,0,0,0,0,0,0,81,5,0,705
2014-10-14,3,42,10,2014,46,73,114,5,4,1,44,184,23,28,19,9,9,44,0,0,39,1,4,0,0,0,0,0,0,0,0,0,0,81,2,0,730
2014-10-15,4,42,10,2014,54,63,137,3,3,3,37,196,23,31,24,7,12,36,0,1,52,0,4,3,0,1,1,0,0,0,0,0,0,80,2,0,773
2014-10-16,5,42,10,2014,38,72,121,2,8,2,58,173,24,24,22,9,6,39,1,2,52,2,8,2,0,0,0,0,0,0,0,0,0,79,2,0,746
2014-10-17,6,42,10,2014,50,76,123,5,10,3,50,210,25,41,35,8,9,54,0,6,56,2,3,0,0,0,0,0,0,0,0,0,0,94,7,1,868
2014-10-18,7,42,10,2014,36,111,131,5,5,2,46,179,32,51,32,8,17,32,0,4,54,2,6,0,0,0,1,0,0,0,0,0,0,79,2,1,836
2014-10-19,1,42,10,2014,30,78,168,2,3,2,50,191,22,15,30,6,2,31,0,0,42,1,2,0,0,0,1,0,2,0,0,0,0,62,4,0,744
2014-10-20,2,43,10,2014,40,84,117,5,5,1,35,175,30,31,38,7,9,39,1,0,47,0,1,1,0,1,0,0,1,0,0,0,0,86,4,0,758
2014-10-21,3,43,10,2014,47,72,139,5,5,5,37,173,25,35,29,7,10,57,1,0,47,1,7,2,0,1,0,0,0,0,0,0,0,72,0,0,777
2014-10-22,4,43,10,2014,36,62,103,3,5,1,32,190,30,33,22,8,10,45,1,1,49,1,8,2,0,0,2,0,0,0,0,0,0,82,1,0,727
2014-10-23,5,43,10,2014,45,69,118,2,4,3,42,181,17,31,31,10,9,54,0,3,54,2,10,0,1,0,2,0,0,0,0,0,0,83,4,1,776
2014-10-24,6,43,10,2014,39,99,158,2,8,3,60,174,23,32,35,17,12,55,0,0,55,2,3,3,0,0,3,0,0,0,0,0,0,92,4,0,879
2014-10-25,7,43,10,2014,38,96,158,5,4,2,34,175,20,30,32,13,16,40,1,3,53,1,7,2,0,1,2,0,0,0,0,0,0,66,3,0,802
2014-10-26,1,43,10,2014,28,96,161,6,8,2,39,153,25,36,36,12,6,27,0,1,40,2,7,2,0,1,1,0,0,0,0,0,0,53,8,1,751
2014-10-27,2,44,10,2014,41,101,143,5,4,7,43,176,15,37,36,10,15,38,1,0,73,3,1,3,1,0,0,0,0,0,0,0,0,56,3,0,812
2014-10-28,3,44,10,2014,39,77,134,5,4,4,41,190,22,27,27,11,7,49,1,0,42,1,6,2,0,1,1,0,0,0,0,0,0,79,0,0,770
2014-10-29,4,44,10,2014,41,75,116,1,6,2,49,207,31,33,32,10,7,55,0,0,52,2,2,2,0,0,1,0,0,0,0,0,0,68,3,0,795
2014-10-30,5,44,10,2014,40,76,133,3,7,1,48,179,16,23,35,16,12,49,0,5,46,0,10,0,1,1,0,0,0,0,0,0,0,75,3,0,779
2014-10-31,6,44,10,2014,50,108,119,4,10,3,52,180,20,36,41,11,9,50,0,5,42,2,5,0,2,1,1,0,0,0,0,0,0,68,5,0,824
2014-11-01,7,44,11,2014,87,102,152,4,18,12,57,201,18,23,29,9,6,38,0,1,52,1,13,1,1,0,0,0,0,0,0,0,0,74,10,0,909
2014-11-02,1,44,11,2014,30,81,162,3,3,1,48,149,16,37,38,7,5,19,0,0,42,1,3,0,0,0,2,0,0,0,0,0,0,73,7,0,727
2014-11-03,2,45,11,2014,44,78,136,3,3,1,59,143,32,34,35,7,5,39,0,0,48,2,1,1,0,1,2,0,0,0,0,0,0,95,5,0,774
2014-11-04,3,45,11,2014,47,75,118,6,7,4,54,193,22,33,19,5,5,44,1,1,48,1,7,0,0,0,1,0,0,0,0,0,0,83,2,0,776
2014-11-05,4,45,11,2014,49,68,129,3,6,2,41,147,24,29,33,9,17,39,0,0,56,3,2,1,0,1,1,0,0,0,0,0,0,80,3,0,743
2014-11-06,5,45,11,2014,40,64,105,2,8,2,42,144,19,20,25,12,8,40,0,1,37,1,15,2,0,0,0,0,0,0,0,0,0,79,3,0,669
2014-11-07,6,45,11,2014,42,92,111,3,4,2,44,180,24,27,38,3,6,45,2,1,34,2,8,2,0,1,1,0,0,0,0,0,0,104,5,0,781
2014-11-08,7,45,11,2014,36,107,130,3,4,5,40,160,19,28,25,11,13,36,0,2,31,2,14,0,1,1,0,0,0,0,0,0,0,75,3,0,746
2014-11-09,1,45,11,2014,26,85,163,3,7,2,39,143,18,22,28,7,7,30,0,3,36,3,2,0,2,0,2,0,0,0,0,0,0,56,1,0,685
2014-11-10,2,46,11,2014,47,85,143,1,5,2,53,157,20,30,20,6,11,54,0,0,52,2,0,0,0,1,0,1,0,0,0,0,0,78,8,0,776
2014-11-11,3,46,11,2014,51,75,91,4,4,1,43,157,24,23,25,6,12,30,0,2,42,2,5,1,0,0,1,0,0,0,0,0,0,73,3,0,675
