crimedate,weekday,dayofmonth,julian_date,weekno,month,quarter,year,temp,dewp,slp,visib,wdsp,mxpsd,prcp,sndp,fog,num_crimes
2015-05-20,4,20,140,21,5,2,2015,46.2,30.9,1023.8,10.0,9.1,14.0,0.0,0.0,0,729
2015-05-29,6,29,149,22,5,2,2015,75.7,62.5,1015.3,9.6,8.7,14.0,0.0,0.0,0,828
2015-06-05,6,05,156,23,6,2,2015,66.8,57.6,1016.9,9.3,11.0,21.0,0.0,0.0,0,786
2015-06-09,3,09,160,24,6,2,2015,72.0,57.5,1008.1,9.7,5.9,12.0,0.1,0.0,0,731
2015-06-13,7,13,164,24,6,2,2015,69.7,62.8,1012.9,6.4,5.8,15.0,0.09,0.0,1,813
2015-06-14,1,14,165,24,6,2,2015,75.9,69.9,1012.0,8.5,7.2,14.0,1.44,0.0,0,795
2015-06-23,3,23,174,26,6,2,2015,77.2,61.9,1013.3,10.0,9.0,17.1,0.04,0.0,0,731
2015-06-26,6,26,177,26,6,2,2015,66.3,61.6,1014.6,6.8,7.9,12.0,0.02,0.0,0,783
2015-07-01,4,01,182,27,7,3,2015,62.6,53.7,1013.3,10.0,7.7,11.1,0.0,0.0,0,888
2015-07-02,5,02,183,27,7,3,2015,62.8,54.0,1015.1,9.9,9.3,14.0,0.0,0.0,0,757
2015-07-03,6,03,184,27,7,3,2015,68.0,54.0,1014.1,10.0,6.3,11.1,0.0,0.0,0,768
2015-07-06,2,06,187,28,7,3,2015,78.4,65.7,1013.7,9.2,8.5,15.9,0.0,0.0,0,757
2015-07-08,4,08,189,28,7,3,2015,62.5,50.6,1018.4,10.0,7.2,11.1,0.05,0.0,0,717
2015-07-15,4,15,196,29,7,3,2015,68.2,52.4,1013.7,10.0,10.0,15.9,0.0,0.0,0,795
2015-07-18,7,18,199,29,7,3,2015,82.5,70.8,1008.9,10.0,8.0,17.1,0.03,0.0,0,776
2015-07-21,3,21,202,30,7,3,2015,77.1,57.7,1009.4,10.0,7.4,9.9,0.0,0.0,0,776
2015-07-31,6,31,212,31,7,3,2015,80.7,55.8,1014.4,10.0,9.9,19.0,0.0,0.0,0,781
2015-08-04,3,04,216,32,8,3,2015,75.0,53.2,1012.8,10.0,6.1,14.0,0.0,0.0,0,761
2015-08-07,6,07,219,32,8,3,2015,76.4,57.5,1012.0,10.0,7.5,11.1,0.0,0.0,0,839
2015-08-11,3,11,223,33,8,3,2015,75.0,62.1,1014.7,10.0,6.9,14.0,0.25,0.0,0,791
2015-08-13,5,13,225,33,8,3,2015,75.6,59.9,1018.3,10.0,7.8,14.0,0.0,0.0,0,784
2015-08-15,7,15,227,33,8,3,2015,78.0,67.2,1018.3,9.8,6.2,24.1,0.29,0.0,0,824
2015-08-17,2,17,229,34,8,3,2015,81.2,67.3,1015.5,10.0,6.9,13.0,0.0,0.0,0,741
2015-08-18,3,18,230,34,8,3,2015,75.8,66.7,1010.3,8.5,7.1,18.1,0.7,0.0,0,762
2015-08-19,4,19,231,34,8,3,2015,73.9,62.6,1004.7,9.7,12.2,18.1,0.94,0.0,0,792
2015-08-23,1,23,235,34,8,3,2015,74.1,58.9,1012.2,9.6,9.9,17.1,0.0,0.0,0,806
2015-08-24,2,24,236,35,8,3,2015,67.4,48.8,1013.1,10.0,11.4,20.0,0.09,0.0,0,724
2015-08-30,1,30,242,35,8,3,2015,71.0,63.9,1016.5,5.7,4.3,8.0,0.15,0.0,0,800
2015-09-03,5,03,246,36,9,3,2015,83.9,67.6,1012.6,10.0,7.5,14.0,0.0,0.0,0,875
2015-09-04,6,04,247,36,9,3,2015,76.9,66.9,1014.5,9.8,6.1,14.0,0.0,0.0,0,815
2015-09-07,2,07,250,37,9,3,2015,83.6,66.9,1013.8,10.0,7.5,12.0,0.0,0.0,0,808
2015-09-17,5,17,260,38,9,3,2015,75.0,58.0,1016.3,10.0,9.3,14.0,0.0,0.0,0,717
2015-09-19,7,19,262,38,9,3,2015,66.8,56.8,1011.7,8.7,9.6,20.0,1.7,0.0,0,791
2015-09-25,6,25,268,39,9,3,2015,69.6,57.8,1023.0,10.0,7.1,13.0,0.0,0.0,0,810
2015-09-27,1,27,270,39,9,3,2015,70.1,58.7,1019.1,10.0,6.5,8.9,0.0,0.0,0,802
2015-10-06,3,06,279,41,10,4,2015,60.8,54.1,1020.6,6.7,5.7,8.0,0.0,0.0,0,752
2015-10-08,5,08,281,41,10,4,2015,64.5,52.1,1016.3,10.0,7.7,14.0,0.0,0.0,0,701
2015-10-09,6,09,282,41,10,4,2015,62.0,50.4,1017.2,9.9,10.9,15.0,0.0,0.0,0,795
2015-10-10,7,10,283,41,10,4,2015,55.6,42.6,1021.9,10.0,5.0,11.1,0.0,0.0,0,728
2015-10-11,1,11,284,41,10,4,2015,63.3,45.4,1010.8,10.0,9.8,15.9,0.0,0.0,0,735
2015-10-12,2,12,285,42,10,4,2015,68.2,47.1,1000.6,10.0,12.6,21.0,0.0,0.0,0,730
2015-10-13,3,13,286,42,10,4,2015,57.5,40.5,1003.9,10.0,10.7,18.1,0.0,0.0,0,741
2015-10-16,6,16,289,42,10,4,2015,51.1,28.9,1023.0,10.0,8.8,15.0,0.0,0.0,0,733
2015-10-20,3,20,293,43,10,4,2015,65.0,36.3,1017.8,10.0,11.5,17.1,0.0,0.0,0,785
2015-10-23,6,23,296,43,10,4,2015,57.4,43.2,1021.9,9.9,9.7,15.9,0.0,0.0,0,777
2015-10-31,7,31,304,44,10,4,2015,48.8,41.0,1014.7,7.1,8.8,12.0,0.0,0.0,0,721
2015-11-01,1,01,305,44,11,4,2015,54.7,42.9,1011.4,9.6,10.9,17.1,0.74,0.0,0,992
2015-11-02,2,02,306,45,11,4,2015,60.3,43.2,1014.7,10.0,8.9,15.0,0.0,0.0,0,785
2015-11-09,2,09,313,46,11,4,2015,46.1,28.0,1025.4,10.0,3.4,7.0,0.0,0.0,0,684
2015-11-11,4,11,315,46,11,4,2015,51.7,35.6,1011.8,10.0,8.1,20.0,0.0,0.0,0,686
2015-11-22,1,22,326,47,11,4,2015,21.4,13.2,1023.0,10.0,7.4,17.1,0.37,3.1,0,520
2015-11-26,5,26,330,48,11,4,2015,55.0,46.0,1023.5,8.1,12.9,15.9,0.26,0.0,0,588
2015-12-04,6,04,338,49,12,4,2015,38.3,31.5,1032.7,6.0,8.9,13.0,0.0,0.0,0,700
2015-12-13,1,13,347,50,12,4,2015,59.7,55.1,1010.1,6.2,8.0,14.0,0.05,0.0,0,648
2015-12-14,2,14,348,51,12,4,2015,56.5,50.0,993.6,8.9,14.6,34.0,0.95,0.0,0,739
2015-01-03,7,03,3,1,1,1,2015,34.3,28.9,1017.5,4.9,4.9,8.9,0.08,0.0,0,648
2015-01-04,1,04,4,1,1,1,2015,30.6,27.5,1013.0,2.9,9.2,18.1,0.54,2.0,0,514
2015-01-13,3,13,13,3,1,1,2015,19.3,10.8,1040.2,8.3,9.1,15.0,0.03,3.1,0,612
2015-01-17,7,17,17,3,1,1,2015,36.8,28.6,1010.6,8.3,12.1,19.0,0.0,1.2,0,741
2015-01-19,2,19,19,4,1,1,2015,34.0,28.6,1016.2,10.0,4.5,8.9,0.0,0.0,0,708
2015-01-20,3,20,20,4,1,1,2015,36.6,32.2,1012.8,6.7,4.3,9.9,0.0,0.0,0,793
2015-01-23,6,23,23,4,1,1,2015,31.7,24.3,1024.7,8.2,10.2,14.0,0.0,0.0,0,800
2015-01-24,7,24,24,4,1,1,2015,35.1,27.7,1008.6,9.7,8.5,14.0,0.0,0.0,0,755
2015-01-28,4,28,28,5,1,1,2015,28.7,18.5,1024.7,10.0,6.8,14.0,0.0,0.0,0,646
2015-01-31,7,31,31,5,1,1,2015,30.3,20.6,1026.6,10.0,6.5,15.0,0.0,0.0,0,636
2015-02-01,1,01,32,5,2,1,2015,31.8,28.6,1016.6,1.4,11.2,21.0,0.25,13.0,1,562
2015-02-07,7,07,38,6,2,1,2015,33.6,27.1,1012.6,9.6,7.2,11.1,0.0,11.0,0,679
2015-02-12,5,12,43,7,2,1,2015,18.3,4.6,1027.4,9.4,13.8,20.0,0.0,3.1,0,611
2015-02-15,1,15,46,7,2,1,2015,7.3,-4.4,1035.1,7.6,9.4,15.9,0.0,3.1,0,551
2015-02-16,2,16,47,8,2,1,2015,12.8,-4.8,1026.6,10.0,4.2,8.9,0.0,3.1,0,537
2015-02-18,4,18,49,8,2,1,2015,9.6,-2.8,1015.8,9.9,12.8,18.1,0.0,3.1,0,511
2015-02-26,5,26,57,9,2,1,2015,20.2,12.3,1023.0,3.1,11.5,17.1,0.06,7.1,1,517
2015-03-08,1,08,67,10,3,1,2015,37.1,28.2,1022.0,10.0,6.7,11.1,0.0,1.2,0,625
2015-03-12,5,12,71,11,3,1,2015,44.9,27.7,1031.6,10.0,6.5,14.0,0.0,0.0,0,751
2015-03-14,7,14,73,11,3,1,2015,52.5,38.6,1016.6,9.7,8.2,15.0,0.0,0.0,0,798
2015-03-15,1,15,74,11,3,1,2015,47.6,33.3,1022.3,10.0,6.7,15.0,0.0,0.0,0,778
2015-03-16,2,16,75,12,3,1,2015,61.3,39.0,1013.3,10.0,11.7,18.1,0.0,0.0,0,779
2015-03-18,4,18,77,12,3,1,2015,38.8,14.2,1027.5,10.0,4.3,9.9,0.0,0.0,0,690
2015-04-01,4,01,91,14,4,2,2015,55.9,36.2,1015.4,10.0,8.5,18.1,0.0,0.0,0,927
2015-04-02,5,02,92,14,4,2,2015,60.6,43.2,1008.0,9.5,11.0,15.0,0.02,0.0,0,794
2015-04-06,2,06,96,15,4,2,2015,55.0,33.2,1015.7,10.0,6.3,11.1,0.0,0.0,0,676
2015-04-23,5,23,113,17,4,2,2015,44.5,22.5,1015.5,10.0,7.9,15.0,0.0,0.0,0,731
2015-04-26,1,26,116,17,4,2,2015,47.1,30.3,1014.4,10.0,10.7,18.1,0.34,0.0,0,718
2015-05-11,2,11,131,20,5,2,2015,59.9,54.5,1012.2,8.7,9.4,21.0,0.05,0.0,0,748
2015-05-14,5,14,134,20,5,2,2015,55.3,40.4,1026.8,10.0,8.7,13.0,0.0,0.0,0,754
2015-05-16,7,16,136,20,5,2,2015,72.9,63.9,1014.8,10.0,6.0,12.0,0.03,0.0,0,882
2015-05-17,1,17,137,20,5,2,2015,74.9,66.4,1013.1,8.3,11.3,20.0,0.0,0.0,0,836
2015-05-18,2,18,138,21,5,2,2015,74.6,59.6,1014.1,10.0,12.9,20.0,0.0,0.0,0,758
2015-05-26,3,26,146,22,5,2,2015,73.3,64.3,1011.1,9.4,10.9,22.0,0.06,0.0,0,771
2015-05-31,1,31,151,22,5,2,2015,48.7,42.8,1021.0,6.4,15.6,20.0,0.77,0.0,0,666
2015-06-01,2,01,152,23,6,2,2015,53.5,42.4,1023.3,10.0,9.2,14.0,0.02,0.0,0,954
2015-06-03,4,03,154,23,6,2,2015,65.3,50.1,1017.4,10.0,6.0,9.9,0.0,0.0,0,777
2015-06-08,2,08,159,24,6,2,2015,74.9,64.3,1004.7,9.7,11.3,17.1,0.44,0.0,0,681
2015-06-10,4,10,161,24,6,2,2015,81.7,64.6,1005.2,10.0,11.5,18.1,0.08,0.0,0,793
2015-06-16,3,16,167,25,6,2,2015,70.4,60.2,1018.7,8.6,8.5,15.9,1.75,0.0,0,846
2015-06-17,4,17,168,25,6,2,2015,63.5,52.5,1017.5,8.7,4.0,9.9,0.0,0.0,0,722
2015-07-04,7,04,185,27,7,3,2015,72.2,56.2,1014.1,9.9,3.1,8.0,0.0,0.0,0,845
2015-07-05,1,05,186,27,7,3,2015,76.0,59.6,1016.6,8.0,3.5,8.9,0.0,0.0,0,898
2015-07-13,2,13,194,29,7,3,2015,78.0,67.6,1007.4,10.0,9.1,26.0,0.06,0.0,0,782
2015-08-01,7,01,213,31,8,3,2015,78.2,52.9,1013.6,10.0,8.0,13.0,0.0,0.0,0,1043
2015-08-02,1,02,214,31,8,3,2015,82.5,64.6,1008.9,10.0,12.6,21.0,0.0,0.0,0,822
2015-08-16,1,16,228,33,8,3,2015,80.7,68.1,1017.7,10.0,7.1,14.0,0.05,0.0,0,865
2015-08-26,4,26,238,35,8,3,2015,64.2,52.0,1019.6,10.0,5.3,8.0,0.0,0.0,0,790
2015-08-28,6,28,240,35,8,3,2015,68.8,57.3,1019.4,9.9,4.9,8.0,0.0,0.0,0,806
2015-08-29,7,29,241,35,8,3,2015,70.8,62.3,1016.4,9.3,5.6,9.9,0.22,0.0,0,760
2015-09-06,1,06,249,36,9,3,2015,82.8,65.7,1016.7,10.0,6.9,12.0,0.02,0.0,0,818
2015-09-10,5,10,253,37,9,3,2015,66.6,56.2,1013.8,10.0,4.5,12.0,0.0,0.0,0,658
2015-09-20,1,20,263,38,9,3,2015,62.4,48.6,1020.8,10.0,3.2,8.0,0.04,0.0,0,811
2015-09-24,5,24,267,39,9,3,2015,69.7,55.7,1023.5,10.0,6.0,9.9,0.0,0.0,0,716
2015-10-01,5,01,274,40,10,4,2015,57.4,41.3,1024.9,10.0,16.8,25.1,0.0,0.0,0,887
2015-10-02,6,02,275,40,10,4,2015,56.6,40.0,1026.3,10.0,19.1,24.1,0.0,0.0,0,799
2015-10-03,7,03,276,40,10,4,2015,52.9,39.1,1023.4,9.6,17.7,22.0,0.02,0.0,0,708
2015-10-18,1,18,291,42,10,4,2015,46.8,26.9,1030.8,10.0,2.8,7.0,0.0,0.0,0,675
2015-10-24,7,24,297,43,10,4,2015,63.8,56.7,1010.8,9.0,11.9,25.1,0.04,0.0,0,765
2015-10-25,1,25,298,43,10,4,2015,52.8,38.1,1025.3,10.0,6.1,17.1,0.12,0.0,0,728
2015-10-27,3,27,300,44,10,4,2015,54.7,41.5,1022.4,9.7,9.6,19.0,0.0,0.0,0,651
2015-11-03,3,03,307,45,11,4,2015,61.0,49.0,1018.0,10.0,5.7,9.9,0.0,0.0,0,748
2015-11-13,6,13,317,46,11,4,2015,43.3,26.1,1015.5,10.0,16.4,24.1,0.01,0.0,0,679
2015-11-15,1,15,319,46,11,4,2015,54.1,32.6,1023.3,10.0,8.3,13.0,0.0,0.0,0,722
2015-11-19,5,19,323,47,11,4,2015,46.0,29.7,1009.8,10.0,15.8,26.0,0.12,0.0,0,696
2015-11-25,4,25,329,48,11,4,2015,44.7,32.2,1024.3,10.0,9.3,15.0,0.0,1.2,0,620
2015-11-30,2,30,334,49,11,4,2015,42.1,29.7,1022.8,9.8,10.1,15.0,0.0,0.0,0,666
2015-12-03,5,03,337,49,12,4,2015,34.2,26.9,1022.9,8.7,8.4,14.0,0.1,0.0,0,710
2015-12-05,7,05,339,49,12,4,2015,36.3,30.8,1036.5,5.1,7.1,9.9,0.0,0.0,1,707
2015-12-10,5,10,344,50,12,4,2015,50.0,37.8,1004.0,10.0,12.2,25.1,0.0,0.0,0,690
2015-12-16,4,16,350,51,12,4,2015,45.1,37.6,1007.5,9.0,11.9,20.0,0.0,0.0,0,722
2015-12-20,1,20,354,51,12,4,2015,37.8,22.2,1022.6,10.0,10.9,19.0,0.0,0.0,0,693
2015-12-21,2,21,355,52,12,4,2015,47.8,39.3,1009.2,8.5,12.8,18.1,0.03,0.0,0,650
2015-12-28,2,28,362,53,12,4,2015,35.4,27.7,1022.3,6.8,19.4,27.0,0.01,0.0,0,516
2015-11-07,7,07,311,45,11,4,2015,46.4,33.8,1024.6,10.0,8.3,17.1,0.0,0.0,0,691
2015-12-30,4,30,364,53,12,4,2015,30.3,22.9,1022.7,8.5,6.9,9.9,0.0,3.9,1,603
2015-01-02,6,02,2,1,1,1,2015,28.4,17.4,1024.5,10.0,5.1,15.0,0.0,0.0,0,673
2015-01-06,3,06,6,2,1,1,2015,9.2,1.6,1029.7,6.7,8.0,15.9,0.11,2.0,0,502
2015-01-14,4,14,14,3,1,1,2015,13.5,6.3,1030.9,9.8,5.3,8.9,0.0,3.1,0,675
2015-01-21,4,21,21,4,1,1,2015,34.2,30.0,1017.6,5.7,7.2,11.1,0.01,0.0,0,745
2015-01-22,5,22,22,4,1,1,2015,32.2,23.8,1028.9,9.8,4.8,8.0,0.0,0.0,0,752
2015-02-02,2,02,33,6,2,1,2015,18.1,11.5,1020.3,5.0,14.2,25.1,0.21,16.9,1,474
2015-02-14,7,14,45,7,2,1,2015,21.1,8.7,1017.6,9.2,15.9,28.0,0.0,3.1,0,597
2015-02-17,3,17,48,8,2,1,2015,18.2,7.3,1016.3,8.7,9.1,15.9,0.0,3.1,0,597
2015-02-21,7,21,52,8,2,1,2015,23.4,13.5,1016.0,9.3,6.3,15.9,0.0,3.1,0,652
2015-02-28,7,28,59,9,2,1,2015,11.0,-1.6,1040.8,10.0,4.6,8.9,0.0,5.9,0,545
2015-03-01,1,01,60,9,3,1,2015,22.0,15.9,1031.2,7.3,5.1,12.0,0.0,5.9,0,757
2015-03-04,4,04,63,10,3,1,2015,26.6,14.8,1017.7,10.0,10.4,15.0,0.06,3.9,0,562
2015-03-06,6,06,65,10,3,1,2015,14.7,3.4,1032.2,10.0,10.4,18.1,0.0,3.9,0,712
2015-03-10,3,10,69,11,3,1,2015,43.9,38.1,1017.6,4.6,6.2,12.0,0.0,0.0,1,754
2015-03-11,4,11,70,11,3,1,2015,44.7,34.4,1022.5,6.5,6.5,12.0,0.0,0.0,1,746
2015-03-24,3,24,83,13,3,1,2015,32.4,21.6,1025.4,9.9,9.1,15.0,0.08,2.0,0,639
2015-03-31,3,31,90,14,3,1,2015,50.1,35.7,1010.9,9.2,9.4,18.1,0.0,0.0,0,693
2015-04-04,7,04,94,14,4,2,2015,42.9,24.1,1023.4,10.0,10.7,19.0,0.0,0.0,0,694
2015-04-09,5,09,99,15,4,2,2015,54.6,51.3,1006.8,4.3,9.1,17.1,0.21,0.0,0,648
2015-04-10,6,10,100,15,4,2,2015,54.5,41.6,1007.1,9.8,19.2,29.9,0.82,0.0,0,714
2015-04-16,5,16,106,16,4,2,2015,54.8,37.9,1019.9,8.8,7.1,11.1,0.34,0.0,0,686
2015-04-19,1,19,109,16,4,2,2015,57.5,38.3,1009.6,9.4,8.7,14.0,0.0,0.0,0,703
2015-04-22,4,22,112,17,4,2,2015,42.2,23.6,1008.5,9.9,12.7,19.0,0.0,0.0,0,682
2015-05-01,6,01,121,18,5,2,2015,52.2,38.0,1020.4,10.0,5.5,9.9,0.0,0.0,0,952
2015-05-05,3,05,125,19,5,2,2015,56.1,48.3,1022.4,5.8,7.2,13.0,0.78,0.0,0,696
2015-05-19,3,19,139,21,5,2,2015,51.4,37.4,1021.9,10.0,10.5,17.1,0.0,0.0,0,707
2015-05-21,5,21,141,21,5,2,2015,54.7,37.9,1019.1,10.0,7.3,14.0,0.02,0.0,0,745
2015-06-04,5,04,155,23,6,2,2015,71.0,58.0,1015.1,10.0,7.2,11.1,0.0,0.0,0,721
2015-06-07,1,07,158,23,6,2,2015,68.2,59.9,1010.4,9.3,9.3,15.0,0.0,0.0,0,739
2015-06-11,5,11,162,24,6,2,2015,72.1,60.1,1009.4,9.7,6.2,11.1,0.01,0.0,0,803
2015-06-12,6,12,163,24,6,2,2015,65.9,63.2,1009.2,4.1,6.1,15.9,0.28,0.0,0,827
2015-06-15,2,15,166,25,6,2,2015,76.4,71.8,1012.5,9.0,6.7,21.0,1.54,0.0,1,739
2015-07-14,3,14,195,29,7,3,2015,78.0,66.1,1002.4,10.0,9.3,17.1,0.66,0.0,0,711
2015-07-16,5,16,197,29,7,3,2015,69.4,57.2,1015.2,9.6,6.9,14.0,0.0,0.0,0,673
2015-07-19,1,19,200,29,7,3,2015,82.1,68.8,1010.2,10.0,7.0,14.0,0.03,0.0,0,764
2015-07-26,1,26,207,30,7,3,2015,77.4,64.7,1013.0,10.0,4.7,11.1,0.0,0.0,0,802
2015-08-03,2,03,215,32,8,3,2015,77.8,59.0,1007.8,9.8,9.5,27.0,1.06,0.0,0,729
2015-08-05,4,05,217,32,8,3,2015,75.6,56.5,1015.9,10.0,5.1,12.0,0.0,0.0,0,772
2015-08-10,2,10,222,33,8,3,2015,77.8,67.6,1010.7,8.8,4.8,15.9,0.0,0.0,0,808
2015-08-20,5,20,232,34,8,3,2015,67.2,52.0,1008.9,10.0,14.0,19.0,0.0,0.0,0,838
2015-08-21,6,21,233,34,8,3,2015,71.7,53.3,1017.0,10.0,7.4,12.0,0.0,0.0,0,858
2015-08-25,3,25,237,35,8,3,2015,65.4,47.6,1015.3,10.0,8.6,17.1,0.0,0.0,0,767
2015-09-08,3,08,251,37,9,3,2015,80.0,69.1,1011.1,9.4,8.0,19.0,0.0,0.0,1,717
2015-09-16,4,16,259,38,9,3,2015,73.5,51.3,1021.5,10.0,8.6,15.9,0.0,0.0,0,766
2015-09-18,6,18,261,38,9,3,2015,74.2,66.4,1009.6,7.7,8.8,15.9,0.26,0.0,0,791
2015-09-26,7,26,269,39,9,3,2015,69.2,57.5,1022.9,10.0,7.6,13.0,0.0,0.0,0,792
2015-10-17,7,17,290,42,10,4,2015,44.8,21.5,1029.2,10.0,8.5,13.0,0.0,0.0,0,706
2015-10-21,4,21,294,43,10,4,2015,66.2,49.5,1018.6,10.0,10.1,18.1,0.09,0.0,0,794
2015-10-30,6,30,303,44,10,4,2015,46.9,35.8,1018.4,10.0,4.5,8.9,0.0,0.0,0,776
2015-11-04,4,04,308,45,11,4,2015,60.3,53.5,1019.1,7.0,5.2,12.0,0.0,0.0,1,791
2015-11-06,6,06,310,45,11,4,2015,55.8,46.9,1013.7,8.8,14.1,22.9,0.47,0.0,0,747
2015-11-08,1,08,312,45,11,4,2015,44.0,26.4,1030.0,10.0,3.6,8.0,0.0,0.0,0,705
2015-11-12,5,12,316,46,11,4,2015,49.7,40.6,998.6,8.4,19.9,29.9,0.74,0.0,0,693
2015-11-16,2,16,320,47,11,4,2015,53.1,33.8,1021.1,10.0,8.8,15.9,0.0,0.0,0,744
2015-11-17,3,17,321,47,11,4,2015,53.1,47.2,1016.6,7.9,12.0,20.0,0.03,0.0,0,666
2015-11-20,6,20,324,47,11,4,2015,38.2,16.1,1023.6,10.0,10.5,15.0,0.0,0.0,0,713
2015-11-23,2,23,327,48,11,4,2015,31.0,21.6,1018.3,10.0,8.8,11.1,0.0,2.0,0,650
2015-12-02,4,02,336,49,12,4,2015,36.5,30.1,1009.8,6.9,7.5,13.0,0.03,0.0,1,716
2015-12-07,2,07,341,50,12,4,2015,37.2,33.2,1023.8,4.5,4.4,9.9,0.0,0.0,1,689
2015-12-08,3,08,342,50,12,4,2015,41.9,36.1,1014.5,5.7,9.4,13.0,0.0,0.0,0,733
2015-12-15,3,15,349,51,12,4,2015,43.2,35.3,1009.2,9.9,8.0,15.0,0.15,0.0,0,793
2015-12-17,5,17,351,51,12,4,2015,34.9,22.9,1010.9,10.0,14.7,20.0,0.09,0.0,0,728
2015-12-18,6,18,352,51,12,4,2015,29.8,16.5,1015.7,10.0,11.0,20.0,0.0,0.0,0,653
2015-12-23,4,23,357,52,12,4,2015,50.6,46.1,1000.2,4.0,10.7,19.0,0.01,0.0,1,754
2015-12-26,7,26,360,52,12,4,2015,41.6,34.5,1023.7,7.9,9.6,14.0,0.0,0.0,0,640
2015-01-09,6,09,9,2,1,1,2015,10.3,0.7,1021.1,7.1,15.0,22.0,0.05,3.1,0,590
2015-01-16,6,16,16,3,1,1,2015,29.3,23.2,1020.5,8.5,6.0,12.0,0.0,3.1,0,710
2015-01-29,5,29,29,5,1,1,2015,36.1,26.1,1012.3,9.3,12.7,18.1,0.03,0.0,0,703
2015-02-03,3,03,34,6,2,1,2015,16.7,10.0,1023.6,8.9,7.5,11.1,0.0,16.9,1,511
2015-02-06,6,06,37,6,2,1,2015,20.2,10.6,1024.2,9.8,9.4,15.0,0.0,14.2,0,696
2015-02-09,2,09,40,7,2,1,2015,29.3,24.6,1019.7,6.9,13.4,15.9,0.0,3.9,0,607
2015-02-19,5,19,50,8,2,1,2015,1.3,-14.1,1029.4,9.7,11.9,17.1,0.0,3.1,0,463
2015-02-22,1,22,53,8,2,1,2015,24.3,11.9,1029.0,9.0,8.7,14.0,0.0,3.1,0,593
2015-02-24,3,24,55,9,2,1,2015,13.9,2.1,1019.5,10.0,12.6,20.0,0.0,3.1,0,628
2015-02-27,6,27,58,9,2,1,2015,10.0,-3.5,1035.7,10.0,6.7,9.9,0.0,5.9,0,638
2015-03-03,3,03,62,10,3,1,2015,30.7,22.9,1018.9,6.5,10.6,15.0,0.04,3.9,0,636
2015-03-07,7,07,66,10,3,1,2015,34.1,23.6,1019.9,10.0,10.6,15.9,0.0,2.0,0,697
2015-03-09,2,09,68,11,3,1,2015,40.0,27.1,1021.9,10.0,4.7,7.0,0.0,1.2,0,726
2015-03-19,5,19,78,12,3,1,2015,44.4,16.9,1024.3,10.0,7.4,13.0,0.0,0.0,0,717
2015-03-20,6,20,79,12,3,1,2015,44.0,33.1,1019.4,9.3,7.8,13.0,0.0,0.0,0,775
2015-03-22,1,22,81,12,3,1,2015,34.8,22.1,1025.8,9.8,10.0,15.0,0.0,0.0,0,656
2015-03-25,4,25,84,13,3,1,2015,40.7,34.3,1015.2,7.0,11.0,17.1,0.17,0.0,0,723
2015-04-11,7,11,101,15,4,2,2015,50.5,33.7,1022.6,10.0,7.2,14.0,0.0,0.0,0,720
2015-04-12,1,12,102,15,4,2,2015,58.8,32.1,1019.8,10.0,8.0,17.1,0.0,0.0,0,773
2015-04-20,2,20,110,17,4,2,2015,50.8,44.9,995.1,7.0,14.1,22.0,0.42,0.0,0,743
2015-05-08,6,08,128,19,5,2,2015,73.9,61.8,1013.1,9.9,7.8,20.0,0.0,0.0,0,806
2015-05-10,1,10,130,19,5,2,2015,50.3,46.9,1017.2,5.7,7.7,9.9,0.18,0.0,0,741
2015-05-13,4,13,133,20,5,2,2015,49.6,35.3,1029.5,10.0,9.3,14.0,0.0,0.0,0,767
2015-05-15,6,15,135,20,5,2,2015,67.6,58.2,1015.2,9.7,9.8,15.0,0.16,0.0,0,822
2015-05-22,6,22,142,21,5,2,2015,60.5,37.5,1020.5,10.0,7.5,14.0,0.0,0.0,0,824
2015-05-24,1,24,144,21,5,2,2015,68.8,51.7,1019.6,9.7,5.4,8.9,0.01,0.0,0,687
2015-05-25,2,25,145,22,5,2,2015,74.3,63.4,1011.5,9.8,12.8,21.0,0.43,0.0,0,708
2015-05-27,4,27,147,22,5,2,2015,70.9,60.2,1012.5,9.8,11.7,21.0,0.42,0.0,0,737
2015-05-28,5,28,148,22,5,2,2015,72.0,55.7,1020.3,10.0,5.3,13.0,0.06,0.0,0,800
2015-05-30,7,30,150,22,5,2,2015,66.0,60.4,1014.3,7.7,10.3,21.0,0.23,0.0,0,719
2015-06-02,3,02,153,23,6,2,2015,58.0,42.8,1021.6,10.0,4.6,11.1,0.0,0.0,0,772
2015-06-19,6,19,170,25,6,2,2015,63.1,53.5,1017.3,10.0,10.7,15.9,0.48,0.0,0,775
2015-06-21,1,21,172,25,6,2,2015,76.8,66.6,1010.6,9.7,7.8,17.1,0.22,0.0,0,783
2015-06-22,2,22,173,26,6,2,2015,78.3,71.4,1011.2,9.9,8.7,19.0,0.0,0.0,0,780
2015-06-25,5,25,176,26,6,2,2015,73.4,65.2,1014.5,9.0,6.7,11.1,0.0,0.0,0,782
2015-07-07,3,07,188,28,7,3,2015,69.0,57.5,1013.5,8.3,12.3,21.0,0.76,0.0,0,701
2015-07-12,1,12,193,28,7,3,2015,75.0,65.4,1014.6,8.5,5.9,9.9,0.09,0.0,0,801
2015-07-17,6,17,198,29,7,3,2015,80.0,70.8,1007.5,8.4,7.8,11.1,0.52,0.0,0,825
2015-07-22,4,22,203,30,7,3,2015,75.9,54.3,1013.5,10.0,4.1,9.9,0.0,0.0,0,774
