weekday,weekno,crimedate,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
2,22,2001-05-28,18,175,353,1,7,0,75,241,44,41,69,10,16,58,0,3,76,0,8,2,0,2,3,0,0,0,0,0,0,120,3,0,1325
3,22,2001-05-29,51,158,281,1,10,5,94,276,36,52,69,7,12,68,1,4,93,1,20,4,0,2,4,0,0,0,0,0,0,154,5,0,1408
4,22,2001-05-30,45,148,247,2,9,16,58,291,46,43,72,8,8,66,2,9,97,0,20,4,2,2,4,0,0,0,0,0,0,138,6,0,1343
5,22,2001-05-31,39,145,250,1,5,13,68,288,41,39,79,4,14,72,2,5,69,2,17,1,0,0,1,1,0,1,0,0,0,135,5,0,1297
6,22,2001-06-01,72,172,242,1,26,23,127,403,33,65,94,12,13,90,0,3,87,2,18,5,0,7,4,0,0,0,0,0,0,145,20,0,1664
7,22,2001-06-02,35,190,273,1,3,4,81,259,43,56,87,8,11,71,0,2,97,5,14,1,0,2,4,0,0,0,0,0,0,144,7,0,1398
1,22,2001-06-03,21,161,250,1,6,3,81,225,31,44,63,9,11,33,1,4,72,1,5,5,1,3,1,0,0,0,0,0,0,144,8,0,1184
2,23,2001-06-04,47,155,206,1,5,7,71,306,43,63,85,14,9,75,1,4,86,2,1,4,1,3,1,0,0,0,0,0,0,177,4,0,1371
3,23,2001-06-05,44,154,194,1,2,10,75,265,43,48,78,9,7,87,0,2,91,3,15,2,1,5,4,0,0,0,0,0,0,134,7,0,1281
4,23,2001-06-06,43,143,236,0,10,12,86,300,37,44,66,8,13,69,4,4,92,2,20,4,1,3,3,0,0,0,0,0,0,143,1,0,1344
5,23,2001-06-07,45,136,256,1,10,3,91,277,30,36,71,7,11,68,4,5,90,2,23,1,0,3,2,0,0,0,0,0,0,149,5,0,1326
6,23,2001-06-08,44,149,282,3,7,8,81,298,34,42,83,8,12,68,2,4,92,1,13,6,0,2,2,0,0,0,0,0,0,125,4,0,1370
7,23,2001-06-09,30,151,335,1,7,9,59,304,31,49,67,4,21,73,2,5,91,2,19,5,2,5,4,0,0,0,0,0,0,108,2,0,1386
1,23,2001-06-10,27,159,388,2,9,8,68,268,36,60,84,4,16,58,1,7,87,0,4,3,0,1,3,0,0,0,0,0,0,111,9,0,1413
2,24,2001-06-11,51,144,281,1,6,10,92,291,41,39,90,7,11,74,1,10,113,2,8,4,0,2,1,0,0,0,0,0,0,192,5,0,1476
3,24,2001-06-12,37,147,329,2,8,5,91,286,39,51,58,9,12,65,1,5,103,3,9,4,2,2,4,0,0,0,0,0,0,104,4,0,1380
4,24,2001-06-13,40,165,342,1,4,5,80,309,31,45,84,8,7,76,0,7,94,0,15,1,0,4,1,0,0,0,0,0,0,105,5,0,1429
5,24,2001-06-14,36,179,309,1,4,10,70,287,33,48,79,9,11,77,2,5,93,4,13,2,0,3,3,0,0,0,0,0,0,108,6,0,1392
6,24,2001-06-15,43,153,263,1,6,3,96,329,44,50,92,10,14,65,3,6,84,0,26,2,1,8,3,0,0,0,0,0,0,117,2,0,1421
7,24,2001-06-16,37,162,390,1,11,3,86,256,31,42,61,10,12,72,0,7,84,1,8,1,0,5,2,0,0,0,0,0,0,87,7,0,1376
1,24,2001-06-17,18,164,423,1,12,9,78,260,33,54,86,10,11,62,1,4,113,4,5,2,0,6,4,1,0,0,0,0,0,67,7,0,1435
2,25,2001-06-18,60,172,298,2,7,6,81,333,48,46,88,9,20,79,0,7,76,1,12,5,0,5,5,0,0,0,0,0,0,128,6,0,1494
3,25,2001-06-19,45,168,278,2,6,4,89,305,39,53,60,12,16,70,2,8,122,3,9,2,0,5,4,0,0,0,0,0,0,232,1,0,1535
4,25,2001-06-20,47,168,268,0,5,6,104,301,30,47,61,6,15,72,1,2,95,1,10,4,0,6,2,0,0,0,0,0,0,150,4,0,1405
5,25,2001-06-21,46,164,250,1,2,4,88,291,34,48,60,6,10,63,0,1,78,3,36,4,0,4,1,0,0,0,0,0,0,125,2,0,1321
6,25,2001-06-22,47,162,259,3,6,11,66,290,39,36,94,5,7,73,2,3,86,3,12,4,1,7,1,0,0,0,0,0,0,157,0,0,1374
7,25,2001-06-23,33,155,300,3,7,3,76,264,32,50,95,4,9,63,0,4,85,7,12,1,0,3,4,0,0,1,0,0,0,114,1,0,1326
1,25,2001-06-24,20,171,318,2,6,1,70,246,28,40,75,8,10,62,0,2,94,2,10,2,0,4,2,0,0,0,0,0,0,105,8,0,1286
2,26,2001-06-25,46,168,273,1,9,4,87,293,39,56,71,3,10,65,1,5,83,1,18,7,1,0,2,0,0,0,0,0,0,130,8,0,1381
3,26,2001-06-26,47,149,271,1,3,11,72,269,38,36,65,2,12,76,2,5,87,4,21,5,1,4,3,0,0,0,0,0,0,171,8,0,1363
4,26,2001-06-27,47,138,286,1,4,6,72,262,36,32,70,2,9,83,2,8,100,2,23,4,3,6,6,0,0,0,0,0,0,160,2,0,1364
5,26,2001-06-28,38,148,283,0,6,5,82,283,37,45,75,9,16,69,0,5,99,1,31,3,2,4,1,0,0,0,0,0,0,133,5,0,1380
6,26,2001-06-29,49,156,308,7,8,5,64,299,32,66,82,5,8,66,0,6,106,3,20,1,2,3,6,0,0,0,0,0,0,142,6,0,1450
7,26,2001-06-30,34,169,367,0,10,6,73,250,42,57,54,11,5,65,0,3,87,4,13,3,0,4,4,0,0,0,0,0,0,127,15,0,1403
1,26,2001-07-01,47,170,341,2,20,11,110,334,30,61,86,9,19,67,0,11,119,1,14,2,1,4,1,0,0,0,0,0,0,129,12,0,1601
2,27,2001-07-02,38,192,230,0,9,11,76,284,40,51,79,10,13,67,1,5,105,3,9,5,0,5,6,0,0,0,0,0,0,128,5,0,1372
3,27,2001-07-03,28,185,278,2,4,6,84,289,22,56,75,8,7,79,0,2,82,0,7,0,1,2,2,0,0,0,0,0,0,93,4,0,1316
4,27,2001-07-04,28,204,390,0,11,10,72,220,33,51,74,10,16,58,0,4,94,2,14,0,1,4,10,0,0,0,0,0,0,111,3,0,1420
5,27,2001-07-05,43,169,311,3,5,9,78,272,19,69,64,2,10,79,0,2,108,2,10,3,2,5,10,1,0,0,0,0,0,93,6,0,1375
6,27,2001-07-06,44,169,270,3,7,2,93,322,33,44,78,11,9,85,0,7,83,1,28,0,0,10,14,0,0,0,0,0,0,137,5,0,1455
7,27,2001-07-07,37,188,324,1,13,6,77,294,37,51,81,9,9,70,0,12,81,1,17,0,0,5,5,0,0,0,0,0,0,125,4,0,1447
1,27,2001-07-08,28,178,341,3,6,7,74,253,30,34,65,4,18,75,0,4,99,3,11,5,0,2,11,0,0,0,0,0,0,127,7,0,1385
2,28,2001-07-09,46,167,266,0,5,8,90,325,33,47,93,7,9,84,0,5,85,4,17,4,0,3,5,0,0,0,0,0,0,123,5,0,1431
3,28,2001-07-10,44,179,267,0,7,15,82,333,36,58,81,7,4,82,0,10,105,6,22,5,2,5,2,0,0,0,0,0,0,138,2,0,1492
4,28,2001-07-11,48,162,248,0,4,8,66,290,34,62,85,3,11,75,1,10,103,1,18,5,0,5,3,0,0,0,0,0,0,151,4,0,1397
5,28,2001-07-12,41,140,266,0,6,4,69,313,39,48,80,10,8,75,4,4,90,0,30,8,1,4,4,0,0,0,0,0,0,172,3,0,1419
6,28,2001-07-13,48,187,294,0,10,14,68,335,29,58,85,9,5,96,2,8,83,4,23,7,1,4,2,0,0,0,0,0,0,135,4,0,1511
7,28,2001-07-14,26,153,333,1,9,8,65,297,37,71,83,9,8,85,2,0,113,1,18,3,0,2,2,0,0,0,0,0,0,109,7,0,1442
1,28,2001-07-15,28,191,358,1,10,5,68,264,29,58,98,5,13,61,1,5,108,1,4,1,0,2,1,0,0,0,0,0,0,72,7,0,1391
2,29,2001-07-16,40,161,295,2,6,9,79,342,37,48,103,6,13,98,0,5,121,1,11,5,0,2,1,0,0,0,0,0,0,121,5,0,1511
3,29,2001-07-17,37,155,243,0,6,9,105,319,32,59,70,5,11,86,3,8,100,5,21,4,0,2,2,0,0,0,0,0,0,135,8,0,1425
4,29,2001-07-18,34,166,267,0,11,6,78,309,34,54,93,4,10,91,0,5,84,2,16,1,1,6,3,1,0,0,0,0,0,124,6,0,1406
5,29,2001-07-19,30,174,271,1,7,10,90,298,39,50,74,2,17,70,1,1,108,5,22,3,0,3,5,0,0,0,0,0,0,118,4,0,1403
6,29,2001-07-20,48,189,291,1,4,8,94,333,43,54,104,8,8,78,0,8,81,1,31,5,0,3,6,0,0,0,0,0,0,147,10,0,1555
7,29,2001-07-21,41,173,380,1,3,10,83,284,33,56,84,7,10,81,0,7,101,2,11,1,1,3,3,0,0,0,0,0,0,121,6,0,1502
1,29,2001-07-22,20,202,331,1,4,3,83,286,35,49,85,10,6,79,1,5,92,2,6,1,0,1,3,0,0,0,0,0,0,119,5,0,1429
2,30,2001-07-23,51,154,258,3,7,6,97,323,34,61,86,6,9,98,0,3,107,8,12,7,2,1,1,0,0,0,0,0,0,127,7,0,1468
3,30,2001-07-24,43,138,287,0,3,15,100,284,37,39,85,8,6,90,1,3,97,4,21,4,0,3,2,0,0,0,0,0,0,141,7,0,1418
4,30,2001-07-25,49,167,247,1,6,6,104,335,45,38,85,8,11,82,0,3,83,3,21,6,1,3,4,0,0,0,0,0,0,147,9,0,1464
5,30,2001-07-26,49,150,254,0,3,10,107,320,37,54,83,3,15,80,1,5,93,0,21,2,0,1,2,0,0,0,0,0,0,138,6,0,1434
6,30,2001-07-27,43,174,263,2,6,6,78,319,35,51,71,13,15,89,1,3,93,4,21,1,0,8,2,0,0,0,0,0,0,156,11,0,1465
7,30,2001-07-28,17,166,345,2,4,4,80,305,25,64,96,3,7,87,3,3,115,3,6,2,0,2,3,0,0,0,0,0,0,108,8,0,1458
1,30,2001-07-29,19,159,366,2,11,8,71,276,31,59,85,4,11,72,0,4,93,5,15,0,0,1,2,0,0,0,0,0,0,121,8,0,1423
2,31,2001-07-30,57,155,233,0,4,3,115,357,33,58,91,6,13,93,0,5,96,1,17,5,1,3,4,0,0,0,0,0,0,111,2,0,1463
3,31,2001-07-31,32,154,264,0,0,5,86,333,35,45,67,7,15,87,1,7,97,2,39,4,1,3,3,0,0,0,0,0,0,122,7,0,1416
4,31,2001-08-01,61,148,258,0,16,20,127,415,35,55,87,5,11,68,0,5,102,0,14,4,0,0,5,0,0,0,0,0,0,133,17,0,1586
5,31,2001-08-02,37,144,259,0,1,9,72,275,23,66,79,7,5,76,0,3,99,3,15,2,0,2,2,0,0,0,0,0,0,126,5,0,1310
6,31,2001-08-03,52,155,250,1,7,5,90,306,37,61,78,4,16,81,1,4,96,0,11,8,1,6,1,1,0,0,0,0,0,139,6,0,1417
7,31,2001-08-04,24,178,389,1,2,7,130,313,32,62,85,2,12,57,1,3,91,5,12,3,0,1,1,0,0,0,0,0,0,101,4,0,1516
1,31,2001-08-05,17,179,366,1,4,8,97,275,41,63,84,5,11,69,0,7,109,1,10,3,0,6,4,0,0,0,0,0,0,107,5,0,1472
2,32,2001-08-06,50,167,270,2,6,9,92,345,35,63,84,9,13,98,1,5,98,1,11,3,1,1,7,0,0,0,0,0,0,130,2,0,1503
3,32,2001-08-07,44,157,288,0,8,8,96,311,40,54,77,11,10,80,0,3,93,1,15,4,0,3,2,0,0,0,0,0,0,131,5,0,1441
4,32,2001-08-08,39,176,287,2,7,9,84,319,41,47,61,10,10,84,0,3,102,2,15,2,0,2,3,0,0,1,0,0,0,123,4,0,1433
5,32,2001-08-09,46,150,260,0,6,7,89,277,33,42,78,6,6,80,1,3,91,1,19,4,0,1,2,0,0,0,0,0,0,137,4,0,1343
6,32,2001-08-10,52,168,256,0,9,7,95,352,43,49,90,11,13,85,0,4,102,1,18,4,1,16,2,0,0,0,0,0,0,181,4,0,1563
7,32,2001-08-11,36,171,330,1,2,6,64,274,38,68,72,11,6,79,0,2,110,1,13,2,0,7,1,0,0,0,0,0,0,93,3,0,1390
1,32,2001-08-12,24,164,347,1,6,4,78,277,50,50,82,6,10,69,0,9,92,3,7,0,1,1,5,0,0,0,0,0,0,118,2,0,1406
2,33,2001-08-13,41,170,234,1,3,4,97,324,37,59,72,5,12,74,0,4,88,0,17,8,1,1,4,0,0,0,0,0,0,150,6,0,1412
3,33,2001-08-14,40,143,243,1,4,8,85,315,38,54,60,8,10,79,0,5,110,1,21,7,0,1,5,0,0,0,0,0,0,167,4,0,1409
4,33,2001-08-15,57,146,258,2,2,10,111,348,45,48,93,6,11,87,1,3,102,1,26,1,0,1,2,0,0,0,0,0,0,152,7,0,1520
5,33,2001-08-16,47,182,233,4,5,3,89,308,32,64,74,5,17,86,1,5,79,3,19,3,1,1,3,0,0,0,0,0,0,165,4,0,1433
6,33,2001-08-17,38,150,227,1,8,4,65,319,32,38,77,7,12,77,0,6,106,1,18,4,0,7,3,0,0,0,0,0,0,132,3,0,1335
7,33,2001-08-18,28,173,261,2,5,2,79,314,26,51,62,10,7,59,1,3,95,6,18,2,2,2,4,0,0,0,0,0,0,107,5,0,1324
1,33,2001-08-19,19,174,264,2,10,7,65,246,28,48,73,5,13,66,1,5,94,4,7,1,0,1,2,0,0,0,0,0,0,104,5,0,1244
2,34,2001-08-20,56,205,264,2,6,8,74,325,36,57,60,8,12,76,1,3,100,1,15,3,3,2,3,0,0,0,0,0,0,143,4,0,1467
3,34,2001-08-21,34,176,214,2,0,8,77,299,47,44,71,4,11,91,1,3,77,0,17,4,0,2,2,0,0,0,0,0,0,158,7,0,1349
4,34,2001-08-22,41,151,240,0,11,7,77,275,45,54,74,3,12,95,2,3,116,4,22,3,0,1,3,1,0,0,0,0,0,140,2,0,1382
5,34,2001-08-23,38,159,239,2,6,6,71,275,25,46,73,12,10,78,2,7,101,1,16,4,0,1,0,0,0,0,0,0,0,127,9,0,1308
6,34,2001-08-24,44,139,261,0,9,5,83,310,30,69,71,7,9,89,0,5,94,0,27,3,0,3,1,0,0,0,0,0,0,153,6,0,1418
7,34,2001-08-25,37,169,285,1,7,3,76,292,35,76,76,7,13,76,0,5,104,2,10,4,0,3,4,0,0,0,0,0,0,91,9,0,1385
1,34,2001-08-26,29,186,319,2,4,4,58,293,38,51,71,11,15,79,0,7,94,2,11,3,0,5,5,0,0,1,0,0,0,126,6,0,1420
2,35,2001-08-27,54,174,285,1,6,10,73,313,42,62,79,9,13,90,0,6,92,4,33,4,0,2,1,0,0,0,0,0,0,124,6,0,1483
3,35,2001-08-28,44,151,236,1,7,7,79,350,24,52,72,6,9,93,0,1,110,1,18,5,2,1,2,0,0,0,0,0,0,134,5,0,1410
4,35,2001-08-29,58,166,270,1,6,9,85,300,36,49,77,5,19,70,1,4,106,3,27,2,0,2,1,0,0,0,0,0,0,153,4,0,1454
5,35,2001-08-30,39,165,247,1,4,4,82,349,36,43,75,5,16,82,1,4,90,2,12,4,0,2,3,0,0,0,0,0,0,152,9,0,1427
6,35,2001-08-31,55,171,228,1,8,2,73,314,42,59,74,5,7,78,0,3,78,3,13,5,0,4,4,0,0,0,0,1,0,240,5,0,1473
7,35,2001-09-01,70,173,295,2,25,15,119,386,38,66,78,4,18,74,0,4,83,5,18,4,1,4,4,0,0,0,0,0,0,89,7,0,1582
1,35,2001-09-02,22,181,300,3,8,4,75,272,32,47,84,5,10,66,1,2,96,0,4,3,1,5,4,0,0,0,0,0,0,91,9,0,1325
2,36,2001-09-03,22,140,315,2,4,5,74,250,28,57,61,4,10,71,1,1,100,1,12,3,0,5,7,0,0,0,0,0,0,190,4,0,1367
3,36,2001-09-04,58,133,237,0,7,3,77,303,41,63,88,7,17,73,1,6,94,0,17,6,1,2,0,0,0,0,0,0,0,159,8,0,1401
4,36,2001-09-05,49,119,211,0,4,7,90,309,38,48,77,3,13,63,1,7,90,2,19,7,1,0,2,1,0,0,0,0,0,143,4,0,1308
5,36,2001-09-06,36,131,242,4,8,8,61,323,45,56,86,9,10,82,0,3,99,2,24,1,0,4,6,0,0,0,0,0,0,179,4,0,1423
6,36,2001-09-07,61,153,290,3,8,4,80,337,55,59,73,4,15,116,1,3,114,4,28,6,1,3,0,1,0,0,0,0,0,145,6,0,1570
7,36,2001-09-08,41,194,368,0,7,4,66,324,39,74,86,3,10,96,1,7,114,5,20,6,0,4,2,0,0,0,0,0,0,100,3,0,1574
1,36,2001-09-09,28,204,279,0,2,6,48,259,30,48,94,4,9,66,1,4,102,2,7,0,2,7,1,0,0,0,0,0,0,115,4,0,1322
2,37,2001-09-10,53,173,226,0,5,5,80,318,41,73,65,7,15,95,0,2,75,5,18,7,1,0,2,0,0,0,0,0,0,114,3,0,1383
3,37,2001-09-11,32,136,306,3,4,7,82,249,32,54,70,36,13,85,1,2,145,3,7,2,0,7,3,0,0,0,0,0,0,92,3,0,1374
4,37,2001-09-12,41,144,248,1,9,6,79,276,38,57,69,31,22,79,0,3,108,1,11,3,0,4,3,0,0,0,0,0,0,106,4,0,1343
5,37,2001-09-13,37,163,234,1,3,8,56,279,33,49,75,28,14,82,1,3,84,0,11,1,0,5,4,0,0,0,0,0,0,98,5,0,1274
6,37,2001-09-14,35,193,253,0,9,4,69,311,44,54,78,27,14,90,2,1,99,6,9,0,0,4,0,0,0,0,0,0,0,97,4,0,1403
7,37,2001-09-15,40,175,306,3,6,5,91,302,38,81,89,21,13,72,1,10,100,2,12,2,0,0,4,0,0,0,0,0,0,125,3,0,1501
1,37,2001-09-16,20,166,306,1,6,0,76,273,34,71,87,6,15,57,1,3,94,2,7,3,0,6,1,0,0,0,0,0,0,101,4,0,1340
2,38,2001-09-17,41,117,237,1,6,5,59,263,46,59,98,18,10,77,2,2,91,1,11,2,0,4,2,0,0,0,0,0,0,92,3,0,1247
3,38,2001-09-18,46,125,256,0,5,5,66,260,57,47,71,15,9,74,0,4,98,3,11,1,1,1,0,0,0,0,0,0,0,123,8,0,1286
4,38,2001-09-19,36,121,215,1,5,4,71,301,36,45,81,21,14,85,0,5,86,0,20,3,0,4,3,0,0,0,0,0,0,131,1,0,1289
5,38,2001-09-20,45,124,247,0,4,3,101,309,45,42,88,15,12,90,0,0,98,1,17,1,0,0,2,0,0,1,0,0,0,115,7,0,1367
6,38,2001-09-21,42,172,284,2,7,4,89,324,44,64,98,15,8,94,3,10,91,1,11,5,2,4,0,0,0,0,0,0,0,121,5,0,1500
7,38,2001-09-22,33,180,307,4,3,3,97,286,32,66,95,5,12,64,0,10,84,1,14,6,0,3,3,0,0,0,0,0,0,119,8,0,1435
1,38,2001-09-23,24,170,264,0,4,5,53,240,39,65,102,10,5,72,1,6,81,4,8,3,0,2,5,0,0,0,0,0,0,97,6,0,1266
2,39,2001-09-24,42,138,191,1,2,4,90,286,31,55,94,15,16,78,0,6,87,3,16,4,0,1,1,0,0,0,0,0,0,117,5,0,1283
3,39,2001-09-25,52,128,211,1,4,9,90,284,42,52,74,5,9,79,1,2,86,4,18,5,0,0,3,0,0,0,0,0,0,149,2,0,1310
4,39,2001-09-26,38,146,251,2,4,0,81,306,43,59,79,13,15,79,3,7,82,2,14,4,0,1,2,0,0,0,0,0,0,156,6,0,1393
5,39,2001-09-27,44,137,277,1,2,3,62,327,48,49,97,11,14,92,0,7,111,2,18,3,0,2,1,0,0,0,0,0,0,139,3,0,1450
6,39,2001-09-28,50,187,256,3,2,5,85,298,35,68,93,15,10,108,1,3,97,3,12,5,0,4,2,0,0,0,0,0,0,115,5,0,1462
7,39,2001-09-29,24,197,295,0,4,4,63,287,32,64,92,6,12,75,2,4,77,3,15,3,0,0,5,0,0,0,0,0,0,118,1,0,1383
1,39,2001-09-30,24,175,305,2,5,7,61,231,40,65,92,11,6,59,1,4,93,3,14,5,0,5,0,0,0,0,0,0,0,132,6,0,1346
2,40,2001-10-01,69,142,261,2,12,16,131,426,38,74,84,20,15,86,1,6,108,2,9,8,0,1,2,0,0,0,0,0,0,185,8,0,1706
3,40,2001-10-02,45,141,294,0,3,6,74,263,49,60,75,9,21,71,1,7,96,1,22,6,0,0,2,0,0,0,0,0,0,158,7,0,1411
4,40,2001-10-03,57,147,279,0,4,6,73,299,53,60,94,11,14,98,5,3,97,7,17,5,1,0,1,0,0,0,0,0,0,158,6,0,1495
5,40,2001-10-04,37,127,236,0,4,5,65,277,43,58,89,7,16,94,2,3,87,3,21,2,1,1,2,0,0,0,0,0,0,152,4,0,1336
6,40,2001-10-05,47,150,215,1,7,13,62,317,38,70,105,14,13,77,0,6,100,1,18,2,0,5,2,0,0,0,0,0,0,158,3,0,1424
7,40,2001-10-06,35,210,286,2,1,4,59,269,42,74,99,9,12,68,0,0,75,2,13,5,1,2,7,0,0,0,0,0,0,89,2,0,1366
1,40,2001-10-07,18,189,268,1,2,1,66,240,30,69,99,5,3,69,0,3,78,4,10,2,3,6,1,0,0,0,0,0,0,73,3,0,1243
2,41,2001-10-08,40,157,256,0,4,5,64,306,43,45,109,12,19,94,0,6,62,1,22,5,0,2,7,0,0,0,0,0,0,117,5,0,1381
3,41,2001-10-09,46,159,279,1,8,7,63,320,37,55,90,9,19,102,1,7,79,2,22,2,1,2,6,0,0,0,0,0,0,138,7,0,1462
4,41,2001-10-10,45,151,237,0,5,6,73,299,43,51,100,17,12,92,0,3,99,2,16,2,1,3,3,0,0,0,0,0,0,114,6,0,1380
5,41,2001-10-11,44,141,265,0,5,3,73,280,42,79,95,8,13,96,1,2,76,2,21,5,0,1,1,0,0,0,0,0,0,139,5,0,1397
6,41,2001-10-12,48,176,246,1,6,5,75,323,47,60,116,16,13,102,1,7,91,1,9,3,1,4,4,0,0,0,0,0,0,117,5,0,1477
7,41,2001-10-13,21,181,247,1,6,6,54,269,32,50,108,12,9,71,1,5,79,3,9,1,0,3,2,1,0,0,0,0,0,80,6,0,1257
1,41,2001-10-14,16,145,253,1,5,3,59,233,31,66,102,11,4,75,1,1,69,1,10,2,0,1,2,0,0,0,0,0,0,101,4,0,1196
2,42,2001-10-15,54,142,222,0,2,6,90,338,23,57,85,10,11,109,0,4,81,6,14,1,0,1,2,0,0,0,0,0,0,106,2,0,1366
3,42,2001-10-16,37,138,222,0,1,7,97,277,39,67,77,5,13,85,2,5,90,1,17,3,0,0,3,0,0,0,0,0,0,125,1,0,1312
4,42,2001-10-17,32,156,240,1,8,6,82,275,35,52,109,12,14,83,3,4,93,2,17,4,0,2,4,0,0,0,0,0,0,137,5,0,1376
5,42,2001-10-18,61,166,258,0,6,5,62,293,36,46,102,14,12,94,3,4,88,2,23,1,1,3,4,0,0,0,0,0,0,117,3,0,1404
6,42,2001-10-19,50,172,281,1,6,8,73,329,43,60,101,13,18,88,0,3,86,1,15,3,0,3,3,0,0,0,0,0,0,129,6,0,1492
7,42,2001-10-20,38,200,316,2,5,4,80,312,40,65,94,12,17,82,0,5,96,4,16,6,1,1,6,0,0,0,0,0,0,105,8,0,1515
1,42,2001-10-21,23,197,338,0,2,4,56,264,23,55,92,10,19,56,0,4,82,3,18,3,0,3,1,0,0,0,0,0,0,104,7,0,1364
2,43,2001-10-22,49,160,271,0,2,9,66,267,28,57,80,8,10,80,0,3,87,3,14,1,0,2,4,0,0,0,0,0,0,104,5,0,1310
3,43,2001-10-23,44,149,256,1,5,5,76,277,39,68,93,8,9,85,2,5,95,1,21,4,0,1,3,0,0,0,0,0,0,138,9,0,1394
4,43,2001-10-24,51,127,237,1,2,3,59,266,36,65,74,7,7,97,0,4,72,2,16,1,0,1,2,0,0,0,0,0,0,139,2,0,1271
5,43,2001-10-25,46,146,190,1,5,8,64,266,25,45,83,8,16,98,1,3,79,1,6,0,1,0,2,0,0,1,0,0,0,180,4,0,1279
6,43,2001-10-26,49,164,253,0,7,5,70,306,35,51,105,4,16,88,0,3,80,1,13,0,1,3,2,0,0,0,0,0,0,151,2,0,1409
7,43,2001-10-27,28,200,259,0,3,5,60,284,36,59,83,10,15,79,0,4,51,1,14,3,0,2,3,0,0,0,0,0,0,170,3,0,1372
1,43,2001-10-28,27,189,262,3,4,1,83,240,26,85,88,10,11,67,0,3,79,3,12,3,1,4,6,0,0,0,0,0,0,107,6,0,1320
2,44,2001-10-29,43,141,236,0,4,2,62,317,31,40,77,4,19,108,2,3,88,2,9,5,0,0,5,0,0,0,0,0,0,140,5,0,1343
3,44,2001-10-30,40,177,233,0,5,5,72,275,43,50,107,6,16,87,0,2,85,2,12,1,0,2,3,0,0,0,0,0,0,167,4,0,1394
4,44,2001-10-31,44,289,315,1,3,7,78,291,36,64,84,12,21,83,1,5,93,4,17,0,0,0,5,0,0,0,0,0,0,119,5,0,1577
5,44,2001-11-01,93,206,272,0,15,18,107,383,43,78,92,8,12,83,1,3,114,1,20,0,1,4,1,1,0,0,0,0,0,170,10,0,1736
6,44,2001-11-02,44,205,287,2,4,8,79,263,42,50,75,8,18,81,0,5,106,1,13,6,2,2,5,0,0,0,0,0,0,146,8,0,1460
7,44,2001-11-03,21,178,267,3,8,3,78,251,38,55,82,8,17,73,2,2,84,1,14,4,1,2,3,0,0,0,0,0,0,150,9,0,1354
1,44,2001-11-04,27,186,297,2,6,7,59,237,29,63,77,3,11,70,1,3,56,1,10,3,0,3,3,0,0,0,0,0,0,99,6,0,1259
2,45,2001-11-05,62,141,233,1,2,4,84,254,42,41,82,8,15,84,0,4,94,2,18,5,0,0,0,0,0,0,0,0,0,136,3,0,1315
3,45,2001-11-06,37,114,253,2,3,2,97,253,38,45,67,6,13,101,1,2,91,1,25,4,2,1,2,0,0,0,0,0,0,176,2,0,1338
4,45,2001-11-07,38,151,263,1,6,11,67,266,31,45,80,1,13,94,0,3,93,3,19,3,0,4,1,0,0,0,0,0,0,168,6,0,1367
5,45,2001-11-08,37,164,208,5,5,8,78,258,38,57,65,4,18,72,2,4,93,1,17,1,2,2,1,0,0,0,0,0,0,161,4,0,1305
6,45,2001-11-09,51,177,205,0,2,4,74,270,35,51,81,4,11,74,0,7,66,2,15,5,0,2,2,1,0,0,0,0,0,135,4,0,1278
7,45,2001-11-10,30,175,240,0,4,8,92,287,29,53,84,9,9,77,0,4,67,3,18,3,0,3,2,0,0,0,0,0,0,146,5,0,1348
1,45,2001-11-11,34,177,259,6,4,3,90,235,35,44,90,7,16,52,1,6,63,4,20,4,0,0,0,0,0,0,0,0,0,119,5,0,1274
2,46,2001-11-12,36,140,194,1,3,3,88,259,41,43,68,4,11,81,0,6,78,3,22,2,2,0,2,0,0,0,0,0,0,158,2,0,1247
3,46,2001-11-13,43,146,224,1,3,5,99,254,52,54,86,8,13,77,1,8,67,2,23,0,0,5,0,0,0,0,0,0,0,167,2,0,1340
4,46,2001-11-14,48,133,209,2,3,4,63,296,35,50,78,9,9,94,1,5,71,5,37,3,1,2,4,0,0,0,0,0,0,146,3,0,1311
5,46,2001-11-15,53,140,222,1,3,4,111,276,41,45,77,7,16,88,2,5,86,3,17,3,1,1,1,0,0,0,0,0,0,145,6,0,1354
6,46,2001-11-16,41,165,257,2,6,4,73,299,33,40,81,6,27,94,3,7,87,1,19,0,0,3,2,0,0,0,0,0,0,166,3,0,1419
7,46,2001-11-17,30,184,296,2,7,3,70,277,36,56,79,7,17,64,0,8,71,6,7,2,0,3,8,0,0,0,0,0,0,108,3,0,1344
