day,year,mo,da,temp,slp,visib,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
3,2009,12,16,2009-12-16,18.9,10.0,19.0,33.0,44.6,28.4,0.0,999.9,0,546710
4,2009,12,17,2009-12-17,4.3,10.0,20.0,28.9,28.4,17.6,0.0,999.9,0,566530
5,2009,12,18,2009-12-18,-3.6,10.0,18.1,25.1,28.4,6.8,0.0,999.9,0,581923
6,2009,12,19,2009-12-19,9.0,10.0,19.0,26.0,33.8,15.8,0.0,999.9,0,488811
7,2009,12,20,2009-12-20,24.2,2.9,34.0,45.1,35.6,21.2,99.99,999.9,1,312230
1,2009,12,21,2009-12-21,10.6,8.6,18.1,29.9,32.0,19.4,99.99,999.9,0,425440
2,2009,12,22,2009-12-22,5.6,10.0,15.9,24.1,28.4,17.6,0.0,999.9,0,455090
3,2009,12,23,2009-12-23,5.8,10.0,15.9,20.0,24.8,12.2,0.0,999.9,0,456094
4,2009,12,24,2009-12-24,18.5,7.4,12.0,21.0,37.4,12.2,99.99,999.9,0,382635
5,2009,12,25,2009-12-25,31.4,10.0,11.1,14.0,37.4,32.0,0.0,999.9,0,233221
6,2009,12,26,2009-12-26,32.9,10.0,18.1,25.1,41.0,32.0,0.0,999.9,0,320616
7,2009,12,27,2009-12-27,43.9,6.1,25.1,34.0,50.0,41.0,99.99,999.9,1,312947
1,2009,12,28,2009-12-28,32.3,9.5,20.0,28.0,41.0,26.6,99.99,999.9,0,375455
2,2009,12,29,2009-12-29,10.9,10.0,28.0,45.1,32.0,14.0,99.99,999.9,0,447016
3,2009,12,30,2009-12-30,-2.6,10.0,22.9,33.0,30.2,10.4,0.0,999.9,0,429635
4,2009,12,31,2009-12-31,20.8,7.7,8.0,999.9,37.9,17.6,99.99,999.9,0,461201
